individual,mode,activity,alternative,choice,ASC,var11,var21,var31,var12,var22,var32,var13,var23,var33,var14,var24,var34,var1_1,var1_2,var1_3,var2_1,var2_2,var2_3,var3_1,var3_2,var3_3
2144,BUS,ICT,BUS_ICT,0,0,0,0,0,0,0,0,0,0,0,2.643586531,5.491228645,-0.88211785,5.483929741,2.650572078,4.482226105,0,0,0,0,0,0
2144,BUS,NICT,BUS_NICT,0,0,0,0,0,0,0,0,0,0,0,2.643586531,5.491228645,-0.88211785,0,0,0,5.878569956,-0.432243472,3.758993691,0,0,0
2144,BUS,NA1,BUS_NA1,0,0,0,0,0,0,0,0,0,0,0,2.643586531,5.491228645,-0.88211785,0,0,0,0,0,0,3.190960586,3.289997119,1.887896208
2145,NMT,ICT,NMT_ICT,0,0,7.489863439,5.093170628,5.469413516,0,0,0,0,0,0,0,0,0,6.53035484,1.222824727,-7.496016922,0,0,0,0,0,0
2145,NMT,NICT,NMT_NICT,0,0,7.489863439,5.093170628,5.469413516,0,0,0,0,0,0,0,0,0,0,0,0,5.509575128,-2.121352652,2.963243216,0,0,0
2145,NMT,NA1,NMT_NA1,1,0,7.489863439,5.093170628,5.469413516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.890633965,1.994689659,3.995660478
2145,IPT,ICT,IPT_ICT,0,0,0,0,0,5.335579839,3.8529344,4.059942889,0,0,0,0,0,0,6.53035484,1.222824727,-7.496016922,0,0,0,0,0,0
2145,IPT,NICT,IPT_NICT,0,0,0,0,0,5.335579839,3.8529344,4.059942889,0,0,0,0,0,0,0,0,0,5.509575128,-2.121352652,2.963243216,0,0,0
2145,IPT,NA1,IPT_NA1,0,0,0,0,0,5.335579839,3.8529344,4.059942889,0,0,0,0,0,0,0,0,0,0,0,0,2.890633965,1.994689659,3.995660478
2145,PV,ICT,PV_ICT,0,0,0,0,0,0,0,0,6.314799077,3.121204324,-0.344345099,0,0,0,6.53035484,1.222824727,-7.496016922,0,0,0,0,0,0
2145,PV,NICT,PV_NICT,0,0,0,0,0,0,0,0,6.314799077,3.121204324,-0.344345099,0,0,0,0,0,0,5.509575128,-2.121352652,2.963243216,0,0,0
2145,PV,NA1,PV_NA1,0,0,0,0,0,0,0,0,6.314799077,3.121204324,-0.344345099,0,0,0,0,0,0,0,0,0,2.890633965,1.994689659,3.995660478
2145,BUS,ICT,BUS_ICT,0,0,0,0,0,0,0,0,0,0,0,3.378314662,1.643816686,1.360016385,6.53035484,1.222824727,-7.496016922,0,0,0,0,0,0
2145,BUS,NICT,BUS_NICT,0,0,0,0,0,0,0,0,0,0,0,3.378314662,1.643816686,1.360016385,0,0,0,5.509575128,-2.121352652,2.963243216,0,0,0
2145,BUS,NA1,BUS_NA1,0,0,0,0,0,0,0,0,0,0,0,3.378314662,1.643816686,1.360016385,0,0,0,0,0,0,2.890633965,1.994689659,3.995660478
2146,NMT,ICT,NMT_ICT,1,0,4.399096022,6.662543766,5.991511263,0,0,0,0,0,0,0,0,0,5.142041008,3.207579551,5.304230653,0,0,0,0,0,0
2146,NMT,NICT,NMT_NICT,0,0,4.399096022,6.662543766,5.991511263,0,0,0,0,0,0,0,0,0,0,0,0,5.218735285,0.955566353,3.584653644,0,0,0
2146,NMT,NA1,NMT_NA1,0,0,4.399096022,6.662543766,5.991511263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.198942983,0.465141125,5.447372615
2146,IPT,ICT,IPT_ICT,0,0,0,0,0,6.894610729,5.249736068,3.739511467,0,0,0,0,0,0,5.142041008,3.207579551,5.304230653,0,0,0,0,0,0
2146,IPT,NICT,IPT_NICT,0,0,0,0,0,6.894610729,5.249736068,3.739511467,0,0,0,0,0,0,0,0,0,5.218735285,0.955566353,3.584653644,0,0,0
2146,IPT,NA1,IPT_NA1,0,0,0,0,0,6.894610729,5.249736068,3.739511467,0,0,0,0,0,0,0,0,0,0,0,0,3.198942983,0.465141125,5.447372615
2146,PV,ICT,PV_ICT,0,0,0,0,0,0,0,0,5.021273622,0.593555533,-2.40340045,0,0,0,5.142041008,3.207579551,5.304230653,0,0,0,0,0,0
2146,PV,NICT,PV_NICT,0,0,0,0,0,0,0,0,5.021273622,0.593555533,-2.40340045,0,0,0,0,0,0,5.218735285,0.955566353,3.584653644,0,0,0
2146,PV,NA1,PV_NA1,0,0,0,0,0,0,0,0,5.021273622,0.593555533,-2.40340045,0,0,0,0,0,0,0,0,0,3.198942983,0.465141125,5.447372615
2146,BUS,ICT,BUS_ICT,0,0,0,0,0,0,0,0,0,0,0,3.171234762,4.511170524,1.301635423,5.142041008,3.207579551,5.304230653,0,0,0,0,0,0
2146,BUS,NICT,BUS_NICT,0,0,0,0,0,0,0,0,0,0,0,3.171234762,4.511170524,1.301635423,0,0,0,5.218735285,0.955566353,3.584653644,0,0,0
2146,BUS,NA1,BUS_NA1,0,0,0,0,0,0,0,0,0,0,0,3.171234762,4.511170524,1.301635423,0,0,0,0,0,0,3.198942983,0.465141125,5.447372615
2147,NMT,ICT,NMT_ICT,0,0,5.171502975,7.286098163,2.366959504,0,0,0,0,0,0,0,0,0,7.519992001,0.010063834,0.485414787,0,0,0,0,0,0
2147,NMT,NICT,NMT_NICT,1,0,5.171502975,7.286098163,2.366959504,0,0,0,0,0,0,0,0,0,0,0,0,4.777290285,2.298248808,3.628434433,0,0,0
2147,NMT,NA1,NMT_NA1,0,0,5.171502975,7.286098163,2.366959504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.052185325,0.399766018,0.537736333
2147,IPT,ICT,IPT_ICT,0,0,0,0,0,5.727193629,4.5690562,4.783040907,0,0,0,0,0,0,7.519992001,0.010063834,0.485414787,0,0,0,0,0,0
2147,IPT,NICT,IPT_NICT,0,0,0,0,0,5.727193629,4.5690562,4.783040907,0,0,0,0,0,0,0,0,0,4.777290285,2.298248808,3.628434433,0,0,0
2147,IPT,NA1,IPT_NA1,0,0,0,0,0,5.727193629,4.5690562,4.783040907,0,0,0,0,0,0,0,0,0,0,0,0,4.052185325,0.399766018,0.537736333
2147,PV,ICT,PV_ICT,0,0,0,0,0,0,0,0,4.756967321,5.037049392,-2.433756689,0,0,0,7.519992001,0.010063834,0.485414787,0,0,0,0,0,0
2147,PV,NICT,PV_NICT,0,0,0,0,0,0,0,0,4.756967321,5.037049392,-2.433756689,0,0,0,0,0,0,4.777290285,2.298248808,3.628434433,0,0,0
2147,PV,NA1,PV_NA1,0,0,0,0,0,0,0,0,4.756967321,5.037049392,-2.433756689,0,0,0,0,0,0,0,0,0,4.052185325,0.399766018,0.537736333
2147,BUS,ICT,BUS_ICT,0,0,0,0,0,0,0,0,0,0,0,4.59321165,3.979617556,0.926854889,7.519992001,0.010063834,0.485414787,0,0,0,0,0,0
2147,BUS,NICT,BUS_NICT,0,0,0,0,0,0,0,0,0,0,0,4.59321165,3.979617556,0.926854889,0,0,0,4.777290285,2.298248808,3.628434433,0,0,0
2147,BUS,NA1,BUS_NA1,0,0,0,0,0,0,0,0,0,0,0,4.59321165,3.979617556,0.926854889,0,0,0,0,0,0,4.052185325,0.399766018,0.537736333
2148,NMT,ICT,NMT_ICT,0,0,5.89674524,6.612137571,-0.688530634,0,0,0,0,0,0,0,0,0,6.88297894,-0.264988919,0.320271451,0,0,0,0,0,0
2148,NMT,NICT,NMT_NICT,0,0,5.89674524,6.612137571,-0.688530634,0,0,0,0,0,0,0,0,0,0,0,0,4.897852519,1.190451638,3.899931074,0,0,0
2148,NMT,NA1,NMT_NA1,0,0,5.89674524,6.612137571,-0.688530634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.805385321,9.184508413,4.419179119
2148,IPT,ICT,IPT_ICT,0,0,0,0,0,5.832858499,4.302968531,3.856629735,0,0,0,0,0,0,6.88297894,-0.264988919,0.320271451,0,0,0,0,0,0
2148,IPT,NICT,IPT_NICT,0,0,0,0,0,5.832858499,4.302968531,3.856629735,0,0,0,0,0,0,0,0,0,4.897852519,1.190451638,3.899931074,0,0,0
2148,IPT,NA1,IPT_NA1,0,0,0,0,0,5.832858499,4.302968531,3.856629735,0,0,0,0,0,0,0,0,0,0,0,0,3.805385321,9.184508413,4.419179119
2148,PV,ICT,PV_ICT,0,0,0,0,0,0,0,0,8.969059065,2.989369122,8.986033446,0,0,0,6.88297894,-0.264988919,0.320271451,0,0,0,0,0,0
2148,PV,NICT,PV_NICT,0,0,0,0,0,0,0,0,8.969059065,2.989369122,8.986033446,0,0,0,0,0,0,4.897852519,1.190451638,3.899931074,0,0,0
2148,PV,NA1,PV_NA1,1,0,0,0,0,0,0,0,8.969059065,2.989369122,8.986033446,0,0,0,0,0,0,0,0,0,3.805385321,9.184508413,4.419179119
2148,BUS,ICT,BUS_ICT,0,0,0,0,0,0,0,0,0,0,0,3.306344355,3.816387778,4.405688929,6.88297894,-0.264988919,0.320271451,0,0,0,0,0,0
2148,BUS,NICT,BUS_NICT,0,0,0,0,0,0,0,0,0,0,0,3.306344355,3.816387778,4.405688929,0,0,0,4.897852519,1.190451638,3.899931074,0,0,0
2148,BUS,NA1,BUS_NA1,0,0,0,0,0,0,0,0,0,0,0,3.306344355,3.816387778,4.405688929,0,0,0,0,0,0,3.805385321,9.184508413,4.419179119
2149,NMT,ICT,NMT_ICT,0,0,4.356811189,7.522355216,3.102652791,0,0,0,0,0,0,0,0,0,7.824471293,3.312451502,11.71405332,0,0,0,0,0,0
2149,NMT,NICT,NMT_NICT,0,0,4.356811189,7.522355216,3.102652791,0,0,0,0,0,0,0,0,0,0,0,0,6.39112865,1.062913739,5.509680436,0,0,0
2149,NMT,NA1,NMT_NA1,0,0,4.356811189,7.522355216,3.102652791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.047847859,4.556593362,3.688302689
2149,IPT,ICT,IPT_ICT,0,0,0,0,0,7.694715795,5.284839695,2.806281218,0,0,0,0,0,0,7.824471293,3.312451502,11.71405332,0,0,0,0,0,0
2149,IPT,NICT,IPT_NICT,0,0,0,0,0,7.694715795,5.284839695,2.806281218,0,0,0,0,0,0,0,0,0,6.39112865,1.062913739,5.509680436,0,0,0
2149,IPT,NA1,IPT_NA1,0,0,0,0,0,7.694715795,5.284839695,2.806281218,0,0,0,0,0,0,0,0,0,0,0,0,5.047847859,4.556593362,3.688302689
2149,PV,ICT,PV_ICT,0,0,0,0,0,0,0,0,5.669313307,7.372702643,-3.539677414,0,0,0,7.824471293,3.312451502,11.71405332,0,0,0,0,0,0
2149,PV,NICT,PV_NICT,0,0,0,0,0,0,0,0,5.669313307,7.372702643,-3.539677414,0,0,0,0,0,0,6.39112865,1.062913739,5.509680436,0,0,0
2149,PV,NA1,PV_NA1,0,0,0,0,0,0,0,0,5.669313307,7.372702643,-3.539677414,0,0,0,0,0,0,0,0,0,5.047847859,4.556593362,3.688302689
2149,BUS,ICT,BUS_ICT,1,0,0,0,0,0,0,0,0,0,0,4.733852385,3.670677561,4.643247736,7.824471293,3.312451502,11.71405332,0,0,0,0,0,0
2149,BUS,NICT,BUS_NICT,0,0,0,0,0,0,0,0,0,0,0,4.733852385,3.670677561,4.643247736,0,0,0,6.39112865,1.062913739,5.509680436,0,0,0
2149,BUS,NA1,BUS_NA1,0,0,0,0,0,0,0,0,0,0,0,4.733852385,3.670677561,4.643247736,0,0,0,0,0,0,5.047847859,4.556593362,3.688302689
2150,NMT,ICT,NMT_ICT,1,0,5.824145596,5.100279599,4.264553235,0,0,0,0,0,0,0,0,0,6.799195743,1.597244436,10.94036143,0,0,0,0,0,0
2150,NMT,NICT,NMT_NICT,0,0,5.824145596,5.100279599,4.264553235,0,0,0,0,0,0,0,0,0,0,0,0,5.67683407,2.668860179,3.813155752,0,0,0
2150,NMT,NA1,NMT_NA1,0,0,5.824145596,5.100279599,4.264553235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.335853068,-5.477719131,2.194979835
2150,IPT,ICT,IPT_ICT,0,0,0,0,0,6.401369278,6.140962932,5.670718296,0,0,0,0,0,0,6.799195743,1.597244436,10.94036143,0,0,0,0,0,0
2150,IPT,NICT,IPT_NICT,0,0,0,0,0,6.401369278,6.140962932,5.670718296,0,0,0,0,0,0,0,0,0,5.67683407,2.668860179,3.813155752,0,0,0
2150,IPT,NA1,IPT_NA1,0,0,0,0,0,6.401369278,6.140962932,5.670718296,0,0,0,0,0,0,0,0,0,0,0,0,4.335853068,-5.477719131,2.194979835
2150,PV,ICT,PV_ICT,0,0,0,0,0,0,0,0,4.800265127,5.410244115,-0.736983325,0,0,0,6.799195743,1.597244436,10.94036143,0,0,0,0,0,0
2150,PV,NICT,PV_NICT,0,0,0,0,0,0,0,0,4.800265127,5.410244115,-0.736983325,0,0,0,0,0,0,5.67683407,2.668860179,3.813155752,0,0,0
2150,PV,NA1,PV_NA1,0,0,0,0,0,0,0,0,4.800265127,5.410244115,-0.736983325,0,0,0,0,0,0,0,0,0,4.335853068,-5.477719131,2.194979835
2150,BUS,ICT,BUS_ICT,0,0,0,0,0,0,0,0,0,0,0,3.441033772,3.944144996,3.220019573,6.799195743,1.597244436,10.94036143,0,0,0,0,0,0
2150,BUS,NICT,BUS_NICT,0,0,0,0,0,0,0,0,0,0,0,3.441033772,3.944144996,3.220019573,0,0,0,5.67683407,2.668860179,3.813155752,0,0,0
2150,BUS,NA1,BUS_NA1,0,0,0,0,0,0,0,0,0,0,0,3.441033772,3.944144996,3.220019573,0,0,0,0,0,0,4.335853068,-5.477719131,2.194979835
2151,NMT,ICT,NMT_ICT,0,0,7.661470166,6.100256229,3.047442637,0,0,0,0,0,0,0,0,0,5.546498253,10.52456007,-1.367842719,0,0,0,0,0,0
2151,NMT,NICT,NMT_NICT,0,0,7.661470166,6.100256229,3.047442637,0,0,0,0,0,0,0,0,0,0,0,0,4.848034092,3.70011268,3.185675806,0,0,0
2151,NMT,NA1,NMT_NA1,0,0,7.661470166,6.100256229,3.047442637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.986279997,4.780202376,3.194181524
2151,IPT,ICT,IPT_ICT,0,0,0,0,0,6.176384441,5.451662473,4.43562488,0,0,0,0,0,0,5.546498253,10.52456007,-1.367842719,0,0,0,0,0,0
2151,IPT,NICT,IPT_NICT,0,0,0,0,0,6.176384441,5.451662473,4.43562488,0,0,0,0,0,0,0,0,0,4.848034092,3.70011268,3.185675806,0,0,0
2151,IPT,NA1,IPT_NA1,0,0,0,0,0,6.176384441,5.451662473,4.43562488,0,0,0,0,0,0,0,0,0,0,0,0,4.986279997,4.780202376,3.194181524
2151,PV,ICT,PV_ICT,0,0,0,0,0,0,0,0,4.042042154,2.395544952,8.303829739,0,0,0,5.546498253,10.52456007,-1.367842719,0,0,0,0,0,0
2151,PV,NICT,PV_NICT,0,0,0,0,0,0,0,0,4.042042154,2.395544952,8.303829739,0,0,0,0,0,0,4.848034092,3.70011268,3.185675806,0,0,0
2151,PV,NA1,PV_NA1,1,0,0,0,0,0,0,0,4.042042154,2.395544952,8.303829739,0,0,0,0,0,0,0,0,0,4.986279997,4.780202376,3.194181524
2151,BUS,ICT,BUS_ICT,0,0,0,0,0,0,0,0,0,0,0,2.004895668,4.478546271,3.076805322,5.546498253,10.52456007,-1.367842719,0,0,0,0,0,0
2151,BUS,NICT,BUS_NICT,0,0,0,0,0,0,0,0,0,0,0,2.004895668,4.478546271,3.076805322,0,0,0,4.848034092,3.70011268,3.185675806,0,0,0
2151,BUS,NA1,BUS_NA1,0,0,0,0,0,0,0,0,0,0,0,2.004895668,4.478546271,3.076805322,0,0,0,0,0,0,4.986279997,4.780202376,3.194181524
2152,NMT,ICT,NMT_ICT,0,0,6.020886488,5.711211174,6.936679435,0,0,0,0,0,0,0,0,0,6.452152279,3.956729347,5.874658949,0,0,0,0,0,0
2152,NMT,NICT,NMT_NICT,0,0,6.020886488,5.711211174,6.936679435,0,0,0,0,0,0,0,0,0,0,0,0,4.720455602,2.671740526,5.52833751,0,0,0
2152,NMT,NA1,NMT_NA1,1,0,6.020886488,5.711211174,6.936679435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.384511476,6.04159281,1.268813402
2152,IPT,ICT,IPT_ICT,0,0,0,0,0,7.171613115,4.68048755,3.745891288,0,0,0,0,0,0,6.452152279,3.956729347,5.874658949,0,0,0,0,0,0
2152,IPT,NICT,IPT_NICT,0,0,0,0,0,7.171613115,4.68048755,3.745891288,0,0,0,0,0,0,0,0,0,4.720455602,2.671740526,5.52833751,0,0,0
2152,IPT,NA1,IPT_NA1,0,0,0,0,0,7.171613115,4.68048755,3.745891288,0,0,0,0,0,0,0,0,0,0,0,0,5.384511476,6.04159281,1.268813402
2152,PV,ICT,PV_ICT,0,0,0,0,0,0,0,0,5.427847833,5.615028381,3.931131891,0,0,0,6.452152279,3.956729347,5.874658949,0,0,0,0,0,0
2152,PV,NICT,PV_NICT,0,0,0,0,0,0,0,0,5.427847833,5.615028381,3.931131891,0,0,0,0,0,0,4.720455602,2.671740526,5.52833751,0,0,0
2152,PV,NA1,PV_NA1,0,0,0,0,0,0,0,0,5.427847833,5.615028381,3.931131891,0,0,0,0,0,0,0,0,0,5.384511476,6.04159281,1.268813402
2152,BUS,ICT,BUS_ICT,0,0,0,0,0,0,0,0,0,0,0,3.816283669,3.204960864,0.313374734,6.452152279,3.956729347,5.874658949,0,0,0,0,0,0
2152,BUS,NICT,BUS_NICT,0,0,0,0,0,0,0,0,0,0,0,3.816283669,3.204960864,0.313374734,0,0,0,4.720455602,2.671740526,5.52833751,0,0,0
2152,BUS,NA1,BUS_NA1,0,0,0,0,0,0,0,0,0,0,0,3.816283669,3.204960864,0.313374734,0,0,0,0,0,0,5.384511476,6.04159281,1.268813402
2153,NMT,ICT,NMT_ICT,0,0,6.230700906,6.341818904,-2.056645061,0,0,0,0,0,0,0,0,0,6.99408628,2.422937275,2.191455973,0,0,0,0,0,0
2153,NMT,NICT,NMT_NICT,0,0,6.230700906,6.341818904,-2.056645061,0,0,0,0,0,0,0,0,0,0,0,0,5.084586279,3.085522997,2.337021046,0,0,0
2153,NMT,NA1,NMT_NA1,0,0,6.230700906,6.341818904,-2.056645061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.765836325,11.22789919,1.568010008
2153,IPT,ICT,IPT_ICT,0,0,0,0,0,7.728841391,5.51486118,4.164638531,0,0,0,0,0,0,6.99408628,2.422937275,2.191455973,0,0,0,0,0,0
2153,IPT,NICT,IPT_NICT,0,0,0,0,0,7.728841391,5.51486118,4.164638531,0,0,0,0,0,0,0,0,0,5.084586279,3.085522997,2.337021046,0,0,0
2153,IPT,NA1,IPT_NA1,1,0,0,0,0,7.728841391,5.51486118,4.164638531,0,0,0,0,0,0,0,0,0,0,0,0,4.765836325,11.22789919,1.568010008
2153,PV,ICT,PV_ICT,0,0,0,0,0,0,0,0,8.445580718,1.690425392,-3.079258736,0,0,0,6.99408628,2.422937275,2.191455973,0,0,0,0,0,0
2153,PV,NICT,PV_NICT,0,0,0,0,0,0,0,0,8.445580718,1.690425392,-3.079258736,0,0,0,0,0,0,5.084586279,3.085522997,2.337021046,0,0,0
2153,PV,NA1,PV_NA1,0,0,0,0,0,0,0,0,8.445580718,1.690425392,-3.079258736,0,0,0,0,0,0,0,0,0,4.765836325,11.22789919,1.568010008
2153,BUS,ICT,BUS_ICT,0,0,0,0,0,0,0,0,0,0,0,5.034254266,4.135027228,2.991583877,6.99408628,2.422937275,2.191455973,0,0,0,0,0,0
2153,BUS,NICT,BUS_NICT,0,0,0,0,0,0,0,0,0,0,0,5.034254266,4.135027228,2.991583877,0,0,0,5.084586279,3.085522997,2.337021046,0,0,0
2153,BUS,NA1,BUS_NA1,0,0,0,0,0,0,0,0,0,0,0,5.034254266,4.135027228,2.991583877,0,0,0,0,0,0,4.765836325,11.22789919,1.568010008
2154,NMT,ICT,NMT_ICT,0,0,4.739835235,5.21712918,-0.787904071,0,0,0,0,0,0,0,0,0,6.122670025,5.892202401,6.277337217,0,0,0,0,0,0
2154,NMT,NICT,NMT_NICT,0,0,4.739835235,5.21712918,-0.787904071,0,0,0,0,0,0,0,0,0,0,0,0,5.32856287,4.185344689,2.730553562,0,0,0
2154,NMT,NA1,NMT_NA1,0,0,4.739835235,5.21712918,-0.787904071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14557943,1.32940442,3.58542864
2154,IPT,ICT,IPT_ICT,1,0,0,0,0,5.075109009,4.640023826,4.474041957,0,0,0,0,0,0,6.122670025,5.892202401,6.277337217,0,0,0,0,0,0
2154,IPT,NICT,IPT_NICT,0,0,0,0,0,5.075109009,4.640023826,4.474041957,0,0,0,0,0,0,0,0,0,5.32856287,4.185344689,2.730553562,0,0,0
2154,IPT,NA1,IPT_NA1,0,0,0,0,0,5.075109009,4.640023826,4.474041957,0,0,0,0,0,0,0,0,0,0,0,0,3.14557943,1.32940442,3.58542864
2154,PV,ICT,PV_ICT,0,0,0,0,0,0,0,0,6.670046603,-1.267655495,1.596326522,0,0,0,6.122670025,5.892202401,6.277337217,0,0,0,0,0,0
2154,PV,NICT,PV_NICT,0,0,0,0,0,0,0,0,6.670046603,-1.267655495,1.596326522,0,0,0,0,0,0,5.32856287,4.185344689,2.730553562,0,0,0
2154,PV,NA1,PV_NA1,0,0,0,0,0,0,0,0,6.670046603,-1.267655495,1.596326522,0,0,0,0,0,0,0,0,0,3.14557943,1.32940442,3.58542864
2154,BUS,ICT,BUS_ICT,0,0,0,0,0,0,0,0,0,0,0,5.868483883,4.350760873,-1.855508933,6.122670025,5.892202401,6.277337217,0,0,0,0,0,0
2154,BUS,NICT,BUS_NICT,0,0,0,0,0,0,0,0,0,0,0,5.868483883,4.350760873,-1.855508933,0,0,0,5.32856287,4.185344689,2.730553562,0,0,0
2154,BUS,NA1,BUS_NA1,0,0,0,0,0,0,0,0,0,0,0,5.868483883,4.350760873,-1.855508933,0,0,0,0,0,0,3.14557943,1.32940442,3.58542864
2155,NMT,ICT,NMT_ICT,0,0,5.383638592,7.862394925,6.381396778,0,0,0,0,0,0,0,0,0,6.657949041,5.006071758,0.043744184,0,0,0,0,0,0
2155,NMT,NICT,NMT_NICT,0,0,5.383638592,7.862394925,6.381396778,0,0,0,0,0,0,0,0,0,0,0,0,4.644971342,0.478727306,4.632879737,0,0,0
2155,NMT,NA1,NMT_NA1,0,0,5.383638592,7.862394925,6.381396778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82111243,-0.281081581,-1.670147873
2155,IPT,ICT,IPT_ICT,0,0,0,0,0,6.34471654,5.412114301,2.571143386,0,0,0,0,0,0,6.657949041,5.006071758,0.043744184,0,0,0,0,0,0
2155,IPT,NICT,IPT_NICT,0,0,0,0,0,6.34471654,5.412114301,2.571143386,0,0,0,0,0,0,0,0,0,4.644971342,0.478727306,4.632879737,0,0,0
2155,IPT,NA1,IPT_NA1,0,0,0,0,0,6.34471654,5.412114301,2.571143386,0,0,0,0,0,0,0,0,0,0,0,0,3.82111243,-0.281081581,-1.670147873
2155,PV,ICT,PV_ICT,0,0,0,0,0,0,0,0,7.162175258,0.627765471,-6.493606022,0,0,0,6.657949041,5.006071758,0.043744184,0,0,0,0,0,0
2155,PV,NICT,PV_NICT,0,0,0,0,0,0,0,0,7.162175258,0.627765471,-6.493606022,0,0,0,0,0,0,4.644971342,0.478727306,4.632879737,0,0,0
2155,PV,NA1,PV_NA1,0,0,0,0,0,0,0,0,7.162175258,0.627765471,-6.493606022,0,0,0,0,0,0,0,0,0,3.82111243,-0.281081581,-1.670147873
2155,BUS,ICT,BUS_ICT,1,0,0,0,0,0,0,0,0,0,0,2.141822305,3.046249171,9.435626036,6.657949041,5.006071758,0.043744184,0,0,0,0,0,0
2155,BUS,NICT,BUS_NICT,0,0,0,0,0,0,0,0,0,0,0,2.141822305,3.046249171,9.435626036,0,0,0,4.644971342,0.478727306,4.632879737,0,0,0
2155,BUS,NA1,BUS_NA1,0,0,0,0,0,0,0,0,0,0,0,2.141822305,3.046249171,9.435626036,0,0,0,0,0,0,3.82111243,-0.281081581,-1.670147873
2156,NMT,ICT,NMT_ICT,0,0,5.62480362,5.669766203,-3.892079322,0,0,0,0,0,0,0,0,0,5.488065533,2.550139544,-4.673405666,0,0,0,0,0,0
2156,NMT,NICT,NMT_NICT,0,0,5.62480362,5.669766203,-3.892079322,0,0,0,0,0,0,0,0,0,0,0,0,3.839188857,5.314633643,1.945552955,0,0,0
2156,NMT,NA1,NMT_NA1,0,0,5.62480362,5.669766203,-3.892079322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.133350734,6.757100465,-0.850247458
2156,IPT,ICT,IPT_ICT,0,0,0,0,0,6.832344068,6.3964657,4.15769422,0,0,0,0,0,0,5.488065533,2.550139544,-4.673405666,0,0,0,0,0,0
2156,IPT,NICT,IPT_NICT,0,0,0,0,0,6.832344068,6.3964657,4.15769422,0,0,0,0,0,0,0,0,0,3.839188857,5.314633643,1.945552955,0,0,0
2156,IPT,NA1,IPT_NA1,0,0,0,0,0,6.832344068,6.3964657,4.15769422,0,0,0,0,0,0,0,0,0,0,0,0,5.133350734,6.757100465,-0.850247458
2156,PV,ICT,PV_ICT,0,0,0,0,0,0,0,0,8.611955519,1.655685017,0.994919321,0,0,0,5.488065533,2.550139544,-4.673405666,0,0,0,0,0,0
2156,PV,NICT,PV_NICT,0,0,0,0,0,0,0,0,8.611955519,1.655685017,0.994919321,0,0,0,0,0,0,3.839188857,5.314633643,1.945552955,0,0,0
2156,PV,NA1,PV_NA1,0,0,0,0,0,0,0,0,8.611955519,1.655685017,0.994919321,0,0,0,0,0,0,0,0,0,5.133350734,6.757100465,-0.850247458
2156,BUS,ICT,BUS_ICT,0,0,0,0,0,0,0,0,0,0,0,3.291565003,4.50387162,6.050799187,5.488065533,2.550139544,-4.673405666,0,0,0,0,0,0
2156,BUS,NICT,BUS_NICT,0,0,0,0,0,0,0,0,0,0,0,3.291565003,4.50387162,6.050799187,0,0,0,3.839188857,5.314633643,1.945552955,0,0,0
2156,BUS,NA1,BUS_NA1,1,0,0,0,0,0,0,0,0,0,0,3.291565003,4.50387162,6.050799187,0,0,0,0,0,0,5.133350734,6.757100465,-0.850247458
2157,NMT,ICT,NMT_ICT,0,0,5.682284903,7.766923326,-0.157542908,0,0,0,0,0,0,0,0,0,7.331372475,11.13775686,1.790659704,0,0,0,0,0,0
2157,NMT,NICT,NMT_NICT,0,0,5.682284903,7.766923326,-0.157542908,0,0,0,0,0,0,0,0,0,0,0,0,5.534334111,0.458805988,3.21135997,0,0,0
2157,NMT,NA1,NMT_NA1,0,0,5.682284903,7.766923326,-0.157542908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.474282547,0.203605939,3.421136568
2157,IPT,ICT,IPT_ICT,0,0,0,0,0,5.955689294,2.922840341,3.549876527,0,0,0,0,0,0,7.331372475,11.13775686,1.790659704,0,0,0,0,0,0
2157,IPT,NICT,IPT_NICT,0,0,0,0,0,5.955689294,2.922840341,3.549876527,0,0,0,0,0,0,0,0,0,5.534334111,0.458805988,3.21135997,0,0,0
2157,IPT,NA1,IPT_NA1,0,0,0,0,0,5.955689294,2.922840341,3.549876527,0,0,0,0,0,0,0,0,0,0,0,0,5.474282547,0.203605939,3.421136568
2157,PV,ICT,PV_ICT,0,0,0,0,0,0,0,0,6.564199591,-7.32345962,2.383739194,0,0,0,7.331372475,11.13775686,1.790659704,0,0,0,0,0,0
2157,PV,NICT,PV_NICT,0,0,0,0,0,0,0,0,6.564199591,-7.32345962,2.383739194,0,0,0,0,0,0,5.534334111,0.458805988,3.21135997,0,0,0
2157,PV,NA1,PV_NA1,0,0,0,0,0,0,0,0,6.564199591,-7.32345962,2.383739194,0,0,0,0,0,0,0,0,0,5.474282547,0.203605939,3.421136568
