,Unnamed: 0,ID,Gender,Age,Education,Income,Pay_Method,App_Frq,Disability,Drv_Exp,Drv_Frq,Prk_Frq,Payment,Information,Reminder,Price,Choice,CHID,ALT,Tap,Voice,Automatic,ParkMeter,No_info,Availabile,Avail_Traffic,No_Remind,Remind,App_Users,Regular_Prk,Regular_App,Under_35,PRF1,PRF2,PRF3,PRF4,TIME1,TIME2,TIME3,TIME4,PRV1,PRV2,PRV3,Interaction,Interaction1,Interaction2,Interaction3,Interaction4,new_Age,new_PRF1,new_TIME4,Interaction5,Interaction6,new_AgexParkMeter,PRFxParkMeter,TIMExParkMeter,EducationxParkMeter,Drv_ExpxParkMeter,Prk_FrqxParkMeter
2007,2007,168,1,2,6,2,1,0,1,4,2,0,2,2,2,45,1,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,3,1,4,4,2,1,1,4,1,1,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0
2008,2008,168,1,2,6,2,1,0,1,4,2,0,1,1,1,20,0,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0,3,1,4,4,2,1,1,4,1,1,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0
2009,2009,168,1,2,6,2,1,0,1,4,2,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,4,4,2,1,1,4,1,1,1,1,2,2,6,4,1,2,2,0,1,1,2,2,6,4,0
2010,2010,168,1,2,6,2,1,0,1,4,2,0,1,2,2,45,1,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,3,1,4,4,2,1,1,4,1,1,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0
2011,2011,168,1,2,6,2,1,0,1,4,2,0,2,2,1,25,0,3,2,0,1,0,0,0,1,0,1,0,0,0,0,0,3,1,4,4,2,1,1,4,1,1,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0
2012,2012,168,1,2,6,2,1,0,1,4,2,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,4,4,2,1,1,4,1,1,1,1,2,2,6,4,1,2,2,0,1,1,2,2,6,4,0
2013,2013,168,1,2,6,2,1,0,1,4,2,0,3,3,2,55,1,4,1,0,0,1,0,0,0,1,0,1,0,0,0,0,3,1,4,4,2,1,1,4,1,1,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0
2014,2014,168,1,2,6,2,1,0,1,4,2,0,2,1,1,20,0,4,2,0,1,0,0,1,0,0,1,0,0,0,0,0,3,1,4,4,2,1,1,4,1,1,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0
2015,2015,168,1,2,6,2,1,0,1,4,2,0,0,0,0,0,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,4,4,2,1,1,4,1,1,1,1,2,2,6,4,1,2,2,0,1,1,2,2,6,4,0
2016,2016,169,1,3,1,1,1,0,1,4,3,0,2,2,1,25,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,2,3,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
2017,2017,169,1,3,1,1,1,0,1,4,3,0,1,1,1,20,1,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,2,3,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
2018,2018,169,1,3,1,1,1,0,1,4,3,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,2,2,2,2,2,2,2,2,2,1,1,1,1,4,1,1,1,0,1,1,1,1,1,4,0
2019,2019,169,1,3,1,1,1,0,1,4,3,0,3,2,2,50,0,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,2,3,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
2020,2020,169,1,3,1,1,1,0,1,4,3,0,1,3,1,30,1,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,2,3,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
2021,2021,169,1,3,1,1,1,0,1,4,3,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,2,2,2,2,2,2,2,2,2,1,1,1,1,4,1,1,1,0,1,1,1,1,1,4,0
2022,2022,169,1,3,1,1,1,0,1,4,3,0,2,3,1,30,1,3,1,0,1,0,0,0,0,1,1,0,0,0,0,0,2,3,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
2023,2023,169,1,3,1,1,1,0,1,4,3,0,3,3,2,55,0,3,2,0,0,1,0,0,0,1,0,1,0,0,0,0,2,3,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
2024,2024,169,1,3,1,1,1,0,1,4,3,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,2,2,2,2,2,2,2,2,2,1,1,1,1,4,1,1,1,0,1,1,1,1,1,4,0
2025,2025,169,1,3,1,1,1,0,1,4,3,0,3,1,2,45,0,4,1,0,0,1,0,1,0,0,0,1,0,0,0,0,2,3,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
2026,2026,169,1,3,1,1,1,0,1,4,3,0,3,3,2,55,1,4,2,0,0,1,0,0,0,1,0,1,0,0,0,0,2,3,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
2027,2027,169,1,3,1,1,1,0,1,4,3,0,0,0,0,0,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,2,2,2,2,2,2,2,2,2,1,1,1,1,4,1,1,1,0,1,1,1,1,1,4,0
2028,2028,170,1,2,4,3,1,0,1,0,0,0,3,3,1,35,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,2,2,2,2,1,2,1,3,3,3,2,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0
2029,2029,170,1,2,4,3,1,0,1,0,0,0,1,3,1,30,0,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,2,2,2,2,1,2,1,3,3,3,2,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0
2030,2030,170,1,2,4,3,1,0,1,0,0,0,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,1,2,1,3,3,3,2,1,1,2,4,0,1,1,2,0,1,1,1,2,4,0,0
2031,2031,170,1,2,4,3,1,0,1,0,0,0,2,1,2,40,0,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,2,2,2,2,1,2,1,3,3,3,2,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0
2032,2032,170,1,2,4,3,1,0,1,0,0,0,3,2,1,30,1,2,2,0,0,1,0,0,1,0,1,0,0,0,0,0,2,2,2,2,1,2,1,3,3,3,2,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0
2033,2033,170,1,2,4,3,1,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,1,2,1,3,3,3,2,1,1,2,4,0,1,1,2,0,1,1,1,2,4,0,0
2034,2034,170,1,2,4,3,1,0,1,0,0,0,1,1,2,40,0,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,2,2,2,2,1,2,1,3,3,3,2,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0
2035,2035,170,1,2,4,3,1,0,1,0,0,0,3,2,1,30,1,3,2,0,0,1,0,0,1,0,1,0,0,0,0,0,2,2,2,2,1,2,1,3,3,3,2,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0
2036,2036,170,1,2,4,3,1,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,1,2,1,3,3,3,2,1,1,2,4,0,1,1,2,0,1,1,1,2,4,0,0
2037,2037,170,1,2,4,3,1,0,1,0,0,0,2,3,2,50,0,4,1,0,1,0,0,0,0,1,0,1,0,0,0,0,2,2,2,2,1,2,1,3,3,3,2,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0
2038,2038,170,1,2,4,3,1,0,1,0,0,0,1,2,2,45,0,4,2,1,0,0,0,0,1,0,0,1,0,0,0,0,2,2,2,2,1,2,1,3,3,3,2,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0
2039,2039,170,1,2,4,3,1,0,1,0,0,0,0,0,0,0,1,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,1,2,1,3,3,3,2,1,1,2,4,0,1,1,2,0,1,1,1,2,4,0,0
2040,2040,171,1,5,0,1,1,0,0,4,0,0,3,3,2,55,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,3,2,3,3,3,3,3,3,3,1,3,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0
2041,2041,171,1,5,0,1,1,0,0,4,0,0,2,2,2,45,0,1,2,0,1,0,0,0,1,0,0,1,0,0,0,0,3,2,3,3,3,3,3,3,3,1,3,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0
2042,2042,171,1,5,0,1,1,0,0,4,0,0,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,3,3,3,3,3,3,3,1,3,2,2,2,0,4,2,2,2,0,1,2,2,2,0,4,0
2043,2043,171,1,5,0,1,1,0,0,4,0,0,1,3,2,50,0,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,3,2,3,3,3,3,3,3,3,1,3,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0
2044,2044,171,1,5,0,1,1,0,0,4,0,0,2,3,1,30,0,2,2,0,1,0,0,0,0,1,1,0,0,0,0,0,3,2,3,3,3,3,3,3,3,1,3,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0
2045,2045,171,1,5,0,1,1,0,0,4,0,0,0,0,0,0,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,3,3,3,3,3,3,3,1,3,2,2,2,0,4,2,2,2,0,1,2,2,2,0,4,0
2046,2046,171,1,5,0,1,1,0,0,4,0,0,1,2,1,25,0,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,3,2,3,3,3,3,3,3,3,1,3,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0
2047,2047,171,1,5,0,1,1,0,0,4,0,0,2,1,1,20,0,3,2,0,1,0,0,1,0,0,1,0,0,0,0,0,3,2,3,3,3,3,3,3,3,1,3,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0
2048,2048,171,1,5,0,1,1,0,0,4,0,0,0,0,0,0,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,3,3,3,3,3,3,3,1,3,2,2,2,0,4,2,2,2,0,1,2,2,2,0,4,0
2049,2049,171,1,5,0,1,1,0,0,4,0,0,3,1,1,25,0,4,1,0,0,1,0,1,0,0,1,0,0,0,0,0,3,2,3,3,3,3,3,3,3,1,3,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0
2050,2050,171,1,5,0,1,1,0,0,4,0,0,2,2,2,45,0,4,2,0,1,0,0,0,1,0,0,1,0,0,0,0,3,2,3,3,3,3,3,3,3,1,3,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0
2051,2051,171,1,5,0,1,1,0,0,4,0,0,0,0,0,0,1,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,3,3,3,3,3,3,3,1,3,2,2,2,0,4,2,2,2,0,1,2,2,2,0,4,0
2052,2052,172,1,5,2,1,1,0,1,4,0,0,3,1,2,45,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,4,2,4,4,2,4,3,1,4,4,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2053,2053,172,1,5,2,1,1,0,1,4,0,0,1,1,1,20,0,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,4,2,4,4,2,4,3,1,4,4,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2054,2054,172,1,5,2,1,1,0,1,4,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,4,4,2,4,3,1,4,4,4,2,2,0,2,4,2,2,0,0,1,2,2,0,2,4,0
2055,2055,172,1,5,2,1,1,0,1,4,0,0,2,3,2,50,1,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,4,2,4,4,2,4,3,1,4,4,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2056,2056,172,1,5,2,1,1,0,1,4,0,0,3,3,1,35,0,2,2,0,0,1,0,0,0,1,1,0,0,0,0,0,4,2,4,4,2,4,3,1,4,4,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2057,2057,172,1,5,2,1,1,0,1,4,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,4,4,2,4,3,1,4,4,4,2,2,0,2,4,2,2,0,0,1,2,2,0,2,4,0
2058,2058,172,1,5,2,1,1,0,1,4,0,0,3,3,1,35,0,3,1,0,0,1,0,0,0,1,1,0,0,0,0,0,4,2,4,4,2,4,3,1,4,4,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2059,2059,172,1,5,2,1,1,0,1,4,0,0,1,2,2,45,1,3,2,1,0,0,0,0,1,0,0,1,0,0,0,0,4,2,4,4,2,4,3,1,4,4,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2060,2060,172,1,5,2,1,1,0,1,4,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,4,4,2,4,3,1,4,4,4,2,2,0,2,4,2,2,0,0,1,2,2,0,2,4,0
2061,2061,172,1,5,2,1,1,0,1,4,0,0,2,3,2,50,1,4,1,0,1,0,0,0,0,1,0,1,0,0,0,0,4,2,4,4,2,4,3,1,4,4,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2062,2062,172,1,5,2,1,1,0,1,4,0,0,3,2,1,30,0,4,2,0,0,1,0,0,1,0,1,0,0,0,0,0,4,2,4,4,2,4,3,1,4,4,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2063,2063,172,1,5,2,1,1,0,1,4,0,0,0,0,0,0,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,4,4,2,4,3,1,4,4,4,2,2,0,2,4,2,2,0,0,1,2,2,0,2,4,0
2064,2064,173,0,2,1,5,0,3,1,4,4,0,3,3,1,35,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,2,2,3,3,3,3,2,3,3,3,3,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0
2065,2065,173,0,2,1,5,0,3,1,4,4,0,1,3,1,30,0,1,2,1,0,0,0,0,0,1,1,0,1,0,1,0,2,2,3,3,3,3,2,3,3,3,3,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0
2066,2066,173,0,2,1,5,0,3,1,4,4,0,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,1,0,1,0,2,2,3,3,3,3,2,3,3,3,3,1,1,2,1,4,1,1,2,0,0,1,1,2,1,4,0
2067,2067,173,0,2,1,5,0,3,1,4,4,0,2,2,2,45,0,2,1,0,1,0,0,0,1,0,0,1,1,0,1,0,2,2,3,3,3,3,2,3,3,3,3,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0
2068,2068,173,0,2,1,5,0,3,1,4,4,0,2,1,2,40,0,2,2,0,1,0,0,1,0,0,0,1,1,0,1,0,2,2,3,3,3,3,2,3,3,3,3,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0
2069,2069,173,0,2,1,5,0,3,1,4,4,0,0,0,0,0,1,2,3,0,0,0,1,0,0,0,0,0,1,0,1,0,2,2,3,3,3,3,2,3,3,3,3,1,1,2,1,4,1,1,2,0,0,1,1,2,1,4,0
2070,2070,173,0,2,1,5,0,3,1,4,4,0,1,1,2,40,0,3,1,1,0,0,0,1,0,0,0,1,1,0,1,0,2,2,3,3,3,3,2,3,3,3,3,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0
2071,2071,173,0,2,1,5,0,3,1,4,4,0,3,2,1,30,1,3,2,0,0,1,0,0,1,0,1,0,1,0,1,0,2,2,3,3,3,3,2,3,3,3,3,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0
2072,2072,173,0,2,1,5,0,3,1,4,4,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,1,0,1,0,2,2,3,3,3,3,2,3,3,3,3,1,1,2,1,4,1,1,2,0,0,1,1,2,1,4,0
2073,2073,173,0,2,1,5,0,3,1,4,4,0,1,2,1,25,1,4,1,1,0,0,0,0,1,0,1,0,1,0,1,0,2,2,3,3,3,3,2,3,3,3,3,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0
2074,2074,173,0,2,1,5,0,3,1,4,4,0,1,1,2,40,0,4,2,1,0,0,0,1,0,0,0,1,1,0,1,0,2,2,3,3,3,3,2,3,3,3,3,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0
2075,2075,173,0,2,1,5,0,3,1,4,4,0,0,0,0,0,0,4,3,0,0,0,1,0,0,0,0,0,1,0,1,0,2,2,3,3,3,3,2,3,3,3,3,1,1,2,1,4,1,1,2,0,0,1,1,2,1,4,0
2076,2076,174,1,4,2,1,2,2,1,3,2,2,2,3,1,30,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,3,3,2,3,1,1,2,3,3,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
2077,2077,174,1,4,2,1,2,2,1,3,2,2,1,2,2,45,0,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,1,3,3,2,3,1,1,2,3,3,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
2078,2078,174,1,4,2,1,2,2,1,3,2,2,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,2,3,1,1,2,3,3,3,2,0,1,2,3,2,0,1,2,1,2,0,1,2,3,2
2079,2079,174,1,4,2,1,2,2,1,3,2,2,3,3,1,35,0,2,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,3,3,2,3,1,1,2,3,3,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
2080,2080,174,1,4,2,1,2,2,1,3,2,2,1,3,2,50,0,2,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,3,3,2,3,1,1,2,3,3,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
2081,2081,174,1,4,2,1,2,2,1,3,2,2,0,0,0,0,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,2,3,1,1,2,3,3,3,2,0,1,2,3,2,0,1,2,1,2,0,1,2,3,2
2082,2082,174,1,4,2,1,2,2,1,3,2,2,1,2,2,45,1,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,3,3,2,3,1,1,2,3,3,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
2083,2083,174,1,4,2,1,2,2,1,3,2,2,2,1,1,20,0,3,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,3,3,2,3,1,1,2,3,3,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
2084,2084,174,1,4,2,1,2,2,1,3,2,2,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,2,3,1,1,2,3,3,3,2,0,1,2,3,2,0,1,2,1,2,0,1,2,3,2
2085,2085,174,1,4,2,1,2,2,1,3,2,2,1,3,1,30,1,4,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,3,3,2,3,1,1,2,3,3,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
2086,2086,174,1,4,2,1,2,2,1,3,2,2,3,1,2,45,0,4,2,0,0,1,0,1,0,0,0,1,0,0,0,0,1,3,3,2,3,1,1,2,3,3,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
2087,2087,174,1,4,2,1,2,2,1,3,2,2,0,0,0,0,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,2,3,1,1,2,3,3,3,2,0,1,2,3,2,0,1,2,1,2,0,1,2,3,2
2088,2088,175,1,3,5,5,1,0,1,4,4,4,3,1,1,25,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,3,2,3,3,3,3,1,3,3,3,3,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0
2089,2089,175,1,3,5,5,1,0,1,4,4,4,2,1,2,40,0,1,2,0,1,0,0,1,0,0,0,1,0,1,0,0,3,2,3,3,3,3,1,3,3,3,3,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0
2090,2090,175,1,3,5,5,1,0,1,4,4,4,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,3,2,3,3,3,3,1,3,3,3,3,1,2,2,5,4,1,2,2,4,1,1,2,2,5,4,4
2091,2091,175,1,3,5,5,1,0,1,4,4,4,1,2,2,45,0,2,1,1,0,0,0,0,1,0,0,1,0,1,0,0,3,2,3,3,3,3,1,3,3,3,3,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0
2092,2092,175,1,3,5,5,1,0,1,4,4,4,3,2,2,50,0,2,2,0,0,1,0,0,1,0,0,1,0,1,0,0,3,2,3,3,3,3,1,3,3,3,3,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0
2093,2093,175,1,3,5,5,1,0,1,4,4,4,0,0,0,0,1,2,3,0,0,0,1,0,0,0,0,0,0,1,0,0,3,2,3,3,3,3,1,3,3,3,3,1,2,2,5,4,1,2,2,4,1,1,2,2,5,4,4
2094,2094,175,1,3,5,5,1,0,1,4,4,4,1,3,1,30,0,3,1,1,0,0,0,0,0,1,1,0,0,1,0,0,3,2,3,3,3,3,1,3,3,3,3,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0
2095,2095,175,1,3,5,5,1,0,1,4,4,4,2,3,1,30,0,3,2,0,1,0,0,0,0,1,1,0,0,1,0,0,3,2,3,3,3,3,1,3,3,3,3,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0
2096,2096,175,1,3,5,5,1,0,1,4,4,4,0,0,0,0,1,3,3,0,0,0,1,0,0,0,0,0,0,1,0,0,3,2,3,3,3,3,1,3,3,3,3,1,2,2,5,4,1,2,2,4,1,1,2,2,5,4,4
2097,2097,175,1,3,5,5,1,0,1,4,4,4,2,1,2,40,0,4,1,0,1,0,0,1,0,0,0,1,0,1,0,0,3,2,3,3,3,3,1,3,3,3,3,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0
2098,2098,175,1,3,5,5,1,0,1,4,4,4,1,3,1,30,0,4,2,1,0,0,0,0,0,1,1,0,0,1,0,0,3,2,3,3,3,3,1,3,3,3,3,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0
2099,2099,175,1,3,5,5,1,0,1,4,4,4,0,0,0,0,1,4,3,0,0,0,1,0,0,0,0,0,0,1,0,0,3,2,3,3,3,3,1,3,3,3,3,1,2,2,5,4,1,2,2,4,1,1,2,2,5,4,4
2100,2100,176,0,1,3,3,0,4,1,2,4,4,3,1,1,25,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,3,3,4,4,3,3,4,4,3,4,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2101,2101,176,0,1,3,3,0,4,1,2,4,4,1,2,2,45,0,1,2,1,0,0,0,0,1,0,0,1,1,1,1,1,3,3,4,4,3,3,4,4,3,4,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2102,2102,176,0,1,3,3,0,4,1,2,4,4,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,1,1,1,1,3,3,4,4,3,3,4,4,3,4,4,0,2,2,3,2,0,2,2,4,0,0,2,2,3,2,4
2103,2103,176,0,1,3,3,0,4,1,2,4,4,2,3,2,50,0,2,1,0,1,0,0,0,0,1,0,1,1,1,1,1,3,3,4,4,3,3,4,4,3,4,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2104,2104,176,0,1,3,3,0,4,1,2,4,4,1,3,2,50,0,2,2,1,0,0,0,0,0,1,0,1,1,1,1,1,3,3,4,4,3,3,4,4,3,4,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2105,2105,176,0,1,3,3,0,4,1,2,4,4,0,0,0,0,1,2,3,0,0,0,1,0,0,0,0,0,1,1,1,1,3,3,4,4,3,3,4,4,3,4,4,0,2,2,3,2,0,2,2,4,0,0,2,2,3,2,4
2106,2106,176,0,1,3,3,0,4,1,2,4,4,2,1,1,20,0,3,1,0,1,0,0,1,0,0,1,0,1,1,1,1,3,3,4,4,3,3,4,4,3,4,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2107,2107,176,0,1,3,3,0,4,1,2,4,4,3,2,2,50,1,3,2,0,0,1,0,0,1,0,0,1,1,1,1,1,3,3,4,4,3,3,4,4,3,4,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2108,2108,176,0,1,3,3,0,4,1,2,4,4,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,1,1,1,1,3,3,4,4,3,3,4,4,3,4,4,0,2,2,3,2,0,2,2,4,0,0,2,2,3,2,4
2109,2109,176,0,1,3,3,0,4,1,2,4,4,1,3,1,30,0,4,1,1,0,0,0,0,0,1,1,0,1,1,1,1,3,3,4,4,3,3,4,4,3,4,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2110,2110,176,0,1,3,3,0,4,1,2,4,4,3,2,1,30,0,4,2,0,0,1,0,0,1,0,1,0,1,1,1,1,3,3,4,4,3,3,4,4,3,4,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2111,2111,176,0,1,3,3,0,4,1,2,4,4,0,0,0,0,1,4,3,0,0,0,1,0,0,0,0,0,1,1,1,1,3,3,4,4,3,3,4,4,3,4,4,0,2,2,3,2,0,2,2,4,0,0,2,2,3,2,4
2112,2112,177,1,2,4,1,1,0,1,4,0,0,2,2,1,25,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,3,1,2,1,3,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2113,2113,177,1,2,4,1,1,0,1,4,0,0,1,3,2,50,0,1,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,3,1,2,1,3,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2114,2114,177,1,2,4,1,1,0,1,4,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,2,1,3,1,1,1,1,2,1,0,0,4,4,1,0,0,0,1,1,0,0,4,4,0
2115,2115,177,1,2,4,1,1,0,1,4,0,0,2,1,2,40,0,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,3,1,2,1,3,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2116,2116,177,1,2,4,1,1,0,1,4,0,0,3,2,1,30,1,2,2,0,0,1,0,0,1,0,1,0,0,0,0,0,1,3,1,2,1,3,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2117,2117,177,1,2,4,1,1,0,1,4,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,2,1,3,1,1,1,1,2,1,0,0,4,4,1,0,0,0,1,1,0,0,4,4,0
