recorded_date,response_id,bridge_used,bridge_preference,reason_not_used,reason_not_used_other,trip_start_postcode,trip_end_postcode,travel_mode,trip_reason,trip_reason_other,travel_group,trip_frequency,impact_time,impact_comfort,impact_safety,impact_connectivity,pattern_change_mode,pattern_change_time,pattern_change_freq,pattern_change_places,trip_alternative,age,gender,gender_other,postcode,education,employment_status,currently_studying,drivers_licence,household_under15,household_15_17,household_18plus,bridge_feedback
2025-05-16 19:15:05,R_9Ef24Ye3tOAszpn,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4101.0,4101.0,Personal E-bike  ,Fitness/exercise,,with one other person,On most weekends,,,,,Yes,Yes,Yes,Yes,Used a bus,55-59,Female,,4101.0,Postgraduate Degree,Employed (paid work) typically working less than 35 hours a week,No,Car licence,0,0,2,Increased both my recreational trips and my mode of commuting
2025-05-16 19:18:25,R_4VDvhDiqG7z5INT,"Kangaroo Point Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4170.0,4001.0, Pushbike  ,Commute to my workplace,,with one other person,Few times a week,,,,,Yes,Yes,Yes,Yes,Used a car (as a driver),50-54,Female,,4170.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,2,The green bridge allows me to easily access the city and southbank precincts to run and ride my bike. More bridges on the east like morningside would be great
2025-05-16 19:23:11,R_9Y5QktSAc0bHlqq,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4170.0,4001.0, Pushbike  ,Commute to my workplace,,with one other person,Daily,,,,,Yes,Yes,Yes,Yes,Used a car (as a driver),55-59,Male,,4170.0,Advanced Diploma and Diploma,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,2,Made it easier and safer to get to work and the southbank and city precincts with friends. We are heading out to new cafes and restaurants now
2025-05-16 19:32:48,R_9Yh12yIqR2S6bxj,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4170.0,4000.0,Personal E-bike  ,"To do personal business (Healthcare, hairdresser etc)",,alone,Daily,,,,,Yes,Yes,No,Yes,Used a longer route,50-54,Female,,4170.0,Postgraduate Degree,Volunteer/ unpaid work,No,"Car licence,Motorcycle licence",0,0,1,"Shortens my route, but also removed the most dangerous part of the journey. Also makes cycling home more pleasant, quieter, and less stressful."
2025-05-16 19:33:15,R_90ZOVxtPWKJFdBw,"Kangaroo Point Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4075.0,4075.0, Pushbike  ,Fitness/exercise,,with two other persons,Rarely,,,,,No,No,No,Yes,Used a longer route,25-29,Male,,4075.0,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,1,
2025-05-16 19:51:26,R_9xxeWpZ8S4TdQMp,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4101.0,4000.0, Pushbike  ,Fitness/exercise,,alone,Few times a month,,,,,No,No,Yes,Yes,Used a longer route,30-34,Male,,4101.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,"Car licence,Motorcycle licence",0,0,1,"It gives me quick access between the city and Kangaroo point, which is a trip I regularly like to take."
2025-05-16 19:58:07,R_4kZxF3AHnGB6HPd,"Kangaroo Point Bridge,Neville Bonner Bridge",Kangaroo Point Bridge,,,4170.0,4000.0,Personal E-bike  ,To go shopping,,alone,Few times a month,,,,,No,Maybe,Yes,Yes,Used a longer route,25-29,Prefer to describe,Non-binary,4170.0,Bachelor Degree,"Volunteer/ unpaid work,Not currently working due to a long-term health condition or disability",No,No licence,0,0,5,
2025-05-16 20:06:34,R_9PRD87AhqRQuCEP,"Kangaroo Point Bridge,Neville Bonner Bridge",Neville Bonner Bridge,,,4101.0,4000.0,,Commute to my workplace,,alone,Daily,,,,,Yes,No,Yes,Maybe,Used a bus,40-44,Male,,4101.0,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,1,"I enjoy using the Bonner Bridge because it is free from scooters and bicycles. The days of ""active transport"" vehicles being human/pedal powered, and moving at a safe and reasonable speed are now gone. I no longer feel safe when using other bridges, such as the Kangaroo Point bridge or Goodwill Bridge because of the incredibly high speeds and dangerous behaviour of personal mobility device users on the bridge. Pedestrians are now effectively sharing bridge space with high speed motor vehicles."
2025-05-16 20:14:36,R_9v0PlIhQMyIQSfT,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4000.0,4000.0,Personal E-bike  ,To experience the bridge,,with one other person,Few times a month,,,,,No,Yes,No,Yes,Not travelled,40-44,Male,,4055.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,2,Yes
2025-05-16 20:28:55,R_4MtYut42oX6Ukx3,"Kangaroo Point Bridge,Breakfast/ Yowoggera Bridge",Breakfast/ Yowoggera Bridge,,,4066.0,4008.0, Pushbike  ,Commute to my workplace,,alone,Daily,,,,,No,No,No,Yes,Used a longer route,60-64,Male,,4066.0,Graduate Diploma and Graduate Certificate,Employed (paid work) typically working 35 hours or more in a week,No,"Car licence,Other Licence",0,0,1,I have changed my bicycle commute route because the bridge and associated works on Breakfast Creek road have made the route safer and easier. 
2025-05-16 23:13:06,R_4a8INx1eIDodXH3,I have not used any of the above,Kangaroo Point Bridge,Does not connect places where I typically go,,,,,,,,,,,,,,,,,,18-24,Female,,4101.0,Years 10/11/12,Employed (paid work) typically working less than 35 hours a week,Yes,Car licence,0,0,1,I couldn’t think of any since I haven't use them. Maybe because I’m new to the city.
2025-05-16 23:16:48,R_4209RyLj4Ed6zkd,"Kangaroo Point Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4169.0,4000.0,Walk ,Fitness/exercise,,alone,Few times a month,,,,,No,No,Yes,Yes,Used a bus,30-34,Male,,4169.0,Bachelor Degree,"Student receiving Youth Allowance/ Stipend,Volunteer/ unpaid work",Yes,No licence,3,0,3,
2025-05-16 23:48:26,R_96mTavzizFL6ufn,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Neville Bonner Bridge,,,4170.0,4000.0,,Commute related to work,,alone,Daily,,,,,Yes,Yes,Yes,Yes,Used a shorter route,18-24,Male,,4170.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,Yes,Car licence,1,1,3,
2025-05-17 00:42:45,R_4pb7sO13hqaL6bs,"Kangaroo Point Bridge,Neville Bonner Bridge",Kangaroo Point Bridge,,,4000.0,4102.0,Walk ,Commute to my workplace,,alone,Few times a month,,,,,No,No,No,No,Used a bus,35-39,Male,,4102.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,2,"It’s always a great pleasure to take in the scenery, especially knowing it makes the journey home feel easier."
2025-05-17 01:27:11,R_4GrdI3y554lnq1g,Kangaroo Point Bridge,Kangaroo Point Bridge,,,4000.0,4102.0,Personal E-bike  ,Commute to my workplace,,alone,Few times a week,,,,,Yes,Yes,Yes,Yes,Used a bus,18-24,Female,,4101.0,Bachelor Degree,Employed (paid work) typically working less than 35 hours a week,Yes,Car licence,0,0,1,
2025-05-17 06:19:37,R_9JJvn9w32DZf35m,"Kangaroo Point Bridge,Neville Bonner Bridge",Kangaroo Point Bridge,,,4170.0,4000.0, Pushbike  ,Commute to my workplace,,alone,Daily,,,,,No,No,No,Yes,Used a longer route,30-34,Male,,4170.0,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,1,"It is so much nicer to ride on a route that has a bridge that is completely car free. Less worrying about cars, can slow down and take in the scenery a bit more. "
2025-05-17 08:59:08,R_437aMt4s5BrsS9r,Neville Bonner Bridge,Neville Bonner Bridge,,,4000.0,4000.0,,To visit Entertainment,,alone,Few times a month,,,,,Yes,Yes,Maybe,Yes,Used a longer route,60-64,Female,,4031.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,4,0,4,The Neville bonner bridge provides easy access to south bank from my workplace. A better walk to south bank station than a walk to central station from my workplace place. 
2025-05-17 09:05:04,R_41bidrapmbU5JO0,"Kangaroo Point Bridge,Breakfast/ Yowoggera Bridge",Breakfast/ Yowoggera Bridge,,,4103.0,4103.0, Pushbike  ,"Other activity, please specify",active transport,with one other person,On most weekends,,,,,No,No,No,Maybe,Not travelled,50-54,Female,,4103.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,No licence,0,0,0,"it needs to connect somewhere ...both new bridges are BCC vanity projects 
no active transport links"
2025-05-17 10:53:24,R_4hcBQ2QBwojd7d7,"Kangaroo Point Bridge,Neville Bonner Bridge",Neville Bonner Bridge,,,4001.0,4000.0,,Visiting family/ friends/relatives/ social visit,,with one other person,On most weekends,,,,,No,No,Yes,Yes,Used a longer route,25-29,Male,,4001.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,2,
2025-05-17 10:53:41,R_43XyQJFYkeAOTEl,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4000.0,4067.0, Pushbike  ,To visit Entertainment,,alone,Few times a week,,,,,No,No,No,Yes,Used a shorter route,60-64,Prefer to describe,Sex is male. Gender needs to be defined,4067.0,Graduate Diploma and Graduate Certificate,Employed (paid work) typically working less than 35 hours a week,No,Car licence,0,0,2,Encouraged me to take a longer route home. I get more exercise.
2025-05-17 10:57:50,R_9VL5auOLnoseXgR,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4103.0,4006.0,Walk ,"Other activity, please specify",I am forced to use KP bridge as Storey Bridge is closed. I use Kurillpa and Good Will bridge's significantly more,alone,Few times a month,,,,,No,No,No,No,Used a longer route,55-59,Female,,4103.0,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,"Car licence,Motorcycle licence",0,0,1,Green bridges are life blood of a river city.  Makes active transport or walking trips way easier and more attractive. Build more
2025-05-17 11:00:33,R_4IWQIkztNmjs8MY,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4169.0,4169.0,Walk ,Fitness/exercise,,with one other person,Few times a month,,,,,Yes,Yes,No,Yes,Used a longer route,25-29,Male,,4151.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,2,"It has opened up new ways into the city, encourages us to visit more often, and has opened up new interesting excising pathways"
2025-05-17 11:15:47,R_9AX4uh05NbFwtJz,"Kangaroo Point Bridge,Neville Bonner Bridge",Kangaroo Point Bridge,,,4122.0,4122.0, Pushbike  ,Fitness/exercise,,alone,Few times a month,,,,,No,No,No,Yes,Used a longer route,60-64,Male,,4122.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,3,It's a fantastic new link for travelling between the Brisbane CBD and the eastern suburbs and has considerably shortened this trip compared to using the Goodwill Bridge.
2025-05-17 11:40:02,R_4oAOaCk3Pg4A6DN,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4169.0,4169.0,Walk ,Fitness/exercise,,with one other person,Few times a week,,,,,Yes,No,Yes,Yes,Used a shorter route,25-29,Female,,4122.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,1,Creates a great route to walk/run around Kangaroo Point
2025-05-17 11:57:42,R_9fK4Zhuqbyii5Ng,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4104.0,4005.0, Pushbike  ,To visit a park,,alone,On most weekends,,,,,No,Maybe,Maybe,Yes,Used a longer route,18-24,Male,,4104.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,3,The green bridges (more kangaroo than the others) create place as well as movement. In addition consider the closure of the Storey Bridge active transport when getting usage from others 
2025-05-17 12:02:46,R_4mAb4VOKM1Qvvkl,Neville Bonner Bridge,Neville Bonner Bridge,,,4000.0,4000.0,,To experience the bridge,,alone,Few times a month,,,,,Yes,No,No,Maybe,Used a bus,25-29,Male,,4152.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,4,
2025-05-17 12:12:21,R_4e3Ma2LdNFKwWpr,"Kangaroo Point Bridge,Neville Bonner Bridge",Kangaroo Point Bridge,,,4118.0,4000.0, Pushbike  ,Fitness/exercise,,alone,Rarely,,,,,No,No,No,Yes,Used a longer route,25-29,Male,,4118.0,Bachelor Degree,Employed (paid work) typically working less than 35 hours a week,No,Car licence,0,0,5,Just an excellent way to travel around the city
2025-05-17 12:19:33,R_9ODzNWq1md53n4m,I have not used any of the above,Kangaroo Point Bridge,Not aware,,,,,,,,,,,,,,,,,,18-24,Male,,4116.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,3,
2025-05-17 12:27:27,R_4Berah77ykPkywC,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Neville Bonner Bridge,,,4069.0,4069.0,,Fitness/exercise,,alone,Few times a month,,,,,No,No,Yes,Yes,Used a longer route,55-59,Male,,4069.0,Advanced Diploma and Diploma,Retired or on an age pension,No,"Car licence,Motorcycle licence,Other Licence",0,0,1,
2025-05-17 12:31:13,R_4rLtBnNWILvvngZ,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Breakfast/ Yowoggera Bridge,,,4120.0,4120.0, Pushbike  ,Fitness/exercise,,alone,Few times a month,,,,,No,No,No,Yes,Used a longer route,55-59,Male,,4120.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Other Licence,0,0,2,Easy access 
2025-05-17 12:38:03,R_4dMXDJfIJwiNjXN,Kangaroo Point Bridge,Kangaroo Point Bridge,,,4169.0,4000.0,Walk ,To experience the bridge,,with one other person,Rarely,,,,,No,No,No,Maybe,Used a car (as a driver),60-64,Male,,4118.0,Years 10/11/12,Employed (paid work) typically working 35 hours or more in a week,No,"Car licence,Motorcycle licence,Other Licence",0,0,2,
2025-05-17 12:38:08,R_4fKeNsbRweCHyKt,Kangaroo Point Bridge,Kangaroo Point Bridge,,,4169.0,4000.0,Walk ,Commute to study,,alone,Few times a week,,,,,Maybe,No,No,No,Used a car (as passenger),18-24,Female,,,Bachelor Degree,Employed (paid work) typically working less than 35 hours a week,Yes,Car licence,0,0,4,
2025-05-17 12:43:35,R_9IQVkB59EnywC1O,Kangaroo Point Bridge,Kangaroo Point Bridge,,,4169.0,4000.0,Walk ,To experience the bridge,,with one other person,Rarely,,,,,No,No,No,Maybe,Used a car (as a driver),60-64,Female,,4118.0,Years 10/11/12,Employed (paid work) typically working less than 35 hours a week,No,Car licence,0,0,2,
2025-05-17 12:55:15,R_4bmPd5Fu1hDf5qp,Kangaroo Point Bridge,Kangaroo Point Bridge,,,4000.0,4120.0, Pushbike  ,Commute to my workplace,,alone,Daily,,,,,No,No,No,No,Used a longer route,50-54,Female,,4120.0,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,2,
2025-05-17 12:55:52,R_9qx8wVNrUsw8c0X,"Kangaroo Point Bridge,Breakfast/ Yowoggera Bridge",Breakfast/ Yowoggera Bridge,,,4007.0,4000.0, Pushbike  ,Commute related to work,,alone,Daily,,,,,Yes,Yes,Yes,Yes,Used a longer route,30-34,Male,,4007.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,Yes,"Car licence,Motorcycle licence",0,0,2,Safety. Bridges typically allow me to skip roads and link to more cycling infrastructure. Safely commuting is my top priority.
2025-05-17 13:27:38,R_4KMTnhOeszRZ5A5,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Neville Bonner Bridge,,,4101.0,4101.0,,Fitness/exercise,,alone,Rarely,,,,,Yes,No,No,Yes,Used a longer route,30-34,Female,,4125.0,Bachelor Degree,Employed (paid work) typically working less than 35 hours a week,Yes,Car licence,0,0,1,New route for exercise when in the city and wanting to do a daily walk
2025-05-17 13:30:04,R_9R4UN4JFaKa7k7m,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Neville Bonner Bridge,,,4121.0,4000.0,,To go to a restaurant/ eat/drink,,with one other person,Rarely,,,,,No,No,No,Yes,Used a longer route,65-69,Female,,4121.0,Postgraduate Degree,Retired or on an age pension,No,Car licence,0,0,2,
2025-05-17 13:52:34,R_4EbyGBvKpyBHkms,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4152.0,4000.0,Walk ,Fitness/exercise,,with one other person,Few times a month,,,,,No,No,No,Yes,Used a longer route,18-24,Male,,4153.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,Yes,Car licence,0,0,2,
2025-05-17 14:15:51,R_8SiUkHOPqyBqrXB,Kangaroo Point Bridge,Kangaroo Point Bridge,,,4005.0,4000.0, Pushbike  ,Commute to my workplace,,alone,Few times a week,,,,,Maybe,No,Yes,Yes,Used a longer route,55-59,Female,,4005.0,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,2,"I have a better route with better designed separated cycle path.
The river pathway from city to start of New Farm Riverwalk (including HSW)  is badly designed and at peak times congested and unpleasant for pedestrians, runners and cyclists.  Kangaroo point bridge gives a great safe feeling route which minimises potential for users feeling unsafe due to congestion.
The closure of Story bridge pedestrian and cycle access has unfortunaty reduced my use of kangaroo point bridge. I hope it's going to be temporary closure only."
2025-05-17 14:28:01,R_9uZAP2X2ccURf42,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4110.0,4110.0,Walk ,Fitness/exercise,,with one other person,Rarely,,,,,No,No,No,Yes,Travelled to someplace else for the same purpose/reason/activity,18-24,Female,,4110.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,6,
2025-05-17 15:46:25,R_939v2o6YZ2cUqFX,Kangaroo Point Bridge,Kangaroo Point Bridge,,,4104.0,4000.0,Personal E-bike  ,Fitness/exercise,,with two other persons,Rarely,,,,,No,No,No,Yes,Travelled to someplace else for the same purpose/reason/activity,35-39,Female,,4104.0,Bachelor Degree,Employed (paid work) typically working less than 35 hours a week,Yes,Car licence,1,0,2,The kangaroo Point bridge has allowed me to enjoy a day out with my family on our bikes and enjoy the river scenery.
2025-05-17 16:10:10,R_42tAdJ0OHQIUQ6Y,Neville Bonner Bridge,Neville Bonner Bridge,,,4121.0,4101.0,,To go to a restaurant/ eat/drink,,with one other person,Rarely,,,,,No,No,No,Yes,Used a longer route,50-54,Female,,4121.0,Advanced Diploma and Diploma,Employed (paid work) typically working less than 35 hours a week,No,Car licence,0,0,5,No thanks
2025-05-17 17:25:34,R_4P67Hk9GqdN2bx8,"Kangaroo Point Bridge,Neville Bonner Bridge",Neville Bonner Bridge,,,4101.0,4101.0,,Fitness/exercise,,alone,Few times a month,,,,,No,No,No,No,Travelled to someplace else for the same purpose/reason/activity,50-54,Female,,4101.0,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,3,
2025-05-17 19:20:28,R_9dNlaDQKPcelQms,Kangaroo Point Bridge,Kangaroo Point Bridge,,,4171.0,4000.0, Pushbike  ,Commute to my workplace,,alone,Few times a week,,,,,No,No,No,Yes,Used a longer route,30-34,Male,,4171.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,2,0,2,"I would typically not use the Kangaroo Pt bridge on my commute to work, but not need to due to the Story Bridge footpath's indefinite closure. Without the Kangaroo Pt bridge, my commute would be a few km extra along bike path, or less safe along a more direct on-road route.
I like how pedestrians and bikes/scooters have separation.
The Kangaroo Pt bridge also means that we visit the Botanical Gardens much more frequently now."
2025-05-17 20:49:21,R_9ffm0dDXPDzZy57,"Kangaroo Point Bridge,Neville Bonner Bridge",Kangaroo Point Bridge,,,4064.0,4064.0,Walk ,Fitness/exercise,,alone,Few times a month,,,,,Yes,Yes,Yes,Yes,Not travelled,30-34,Male,,4064.0,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,3,
2025-05-17 21:32:28,R_4t3uGLuRnbTGe5V,"Kangaroo Point Bridge,Neville Bonner Bridge",Neville Bonner Bridge,,,4053.0,4053.0,,To go to a restaurant/ eat/drink,,with one other person,Rarely,,,,,No,Maybe,Maybe,Yes,Used a train,25-29,Male,,4053.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,2,"New connection which makes accessing places to eat drink and visit south bank and Brisbane CBD safer, easier and quicker. This connection to key to moving around the Brisbane river and enjoyable. "
2025-05-18 10:46:15,R_9UXdKqqRygTCbih,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4053.0,4053.0, Pushbike  ,Fitness/exercise,,alone,Rarely,,,,,No,No,No,Yes,Travelled to someplace else for the same purpose/reason/activity,18-24,Male,,4053.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,1,"Allowed me to experience more areas of the city, not just in the immediate area but other nearby areas too such as New Farm. Moreover, it allows me to go on recreation/exercise trips I wouldn’t of otherwise gone on"
2025-05-18 11:22:59,R_9E5yHWCHlulyA7c,Breakfast/ Yowoggera Bridge,Breakfast/ Yowoggera Bridge,,,4005.0,4007.0,"Other mode, please specify ____________________________",Fitness/exercise,,alone,Few times a month,,,,,No,No,Yes,No,Used a longer route,50-54,Male,,4005.0,Advanced Diploma and Diploma,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,1,0,3,Safer excercise path for inline skates
2025-05-18 11:25:26,R_4GpoDoAGGDyfU2s,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Neville Bonner Bridge,,,4000.0,4101.0,,Commute related to work,,alone,Rarely,,,,,No,No,No,No,Used a longer route,55-59,Male,,4103.0,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,1,
2025-05-18 12:24:16,R_9QliXb3hEEdg12S,"Kangaroo Point Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4122.0,4000.0, Pushbike  ,Commute to my workplace,,alone,Few times a month,,,,,No,No,No,Yes,Used a longer route,45-49,Male,,4122.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,2,0,2,"Until story bridge closed, it provided a safe access from veloway 1 to spring hill instead of through the cbd or via the kangaroo Point pathway "
2025-05-18 12:42:22,R_4do2kHoJHCu2Q8b,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Breakfast/ Yowoggera Bridge,,,4031.0,4171.0, Pushbike  ,Commute related to work,,alone,Few times a week,,,,,No,No,Yes,Yes,Used a shorter route,55-59,Male,,4031.0,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,Yes,No licence,0,0,2,Mainly by providing a separated path and a way over the river (currently the only way)
2025-05-18 15:43:12,R_4o6AgrXd61dyTTj,"Kangaroo Point Bridge,Neville Bonner Bridge",Kangaroo Point Bridge,,,4127.0,4127.0, Pushbike  ,Fitness/exercise,,with more than two persons,Few times a month,,,,,No,No,No,No,Used a shorter route,50-54,Female,,4154.0,Bachelor Degree,Employed (paid work) typically working less than 35 hours a week,No,"Car licence,Motorcycle licence",0,0,4,
2025-05-18 16:27:31,R_9lcs5s4YALYbtSY,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Neville Bonner Bridge,,,4101.0,4000.0,,Commute related to work,,with one other person,Few times a week,,,,,Yes,Maybe,No,Yes,Used a longer route,70-74,Male,,4075.0,Postgraduate Degree,"Employed (paid work) typically working less than 35 hours a week,Retired or on an age pension",No,"Car licence,Motorcycle licence",0,0,1,
2025-05-18 17:04:53,R_4k6ehO5G1qkWTDa,"Kangaroo Point Bridge,Neville Bonner Bridge",Neville Bonner Bridge,,,4103.0,4059.0,,Commute to my workplace,,alone,Few times a week,,,,,No,Yes,No,Yes,Used a longer route,30-34,Male,,4103.0,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,2,
2025-05-18 19:04:27,R_4DL0R9N2r3r8mqt,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4169.0,4169.0,Walk ,Fitness/exercise,,alone,Few times a week,,,,,No,No,No,Yes,Used a ferry,50-54,Male,,4169.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,3,It has opened up a new way to experience our local area. 
2025-05-18 19:07:03,R_4nxugXa1LGgIQFw,"Kangaroo Point Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4151.0,4000.0, Pushbike  ,Commute to my workplace,,alone,Few times a week,,,,,Yes,Yes,Yes,Yes,Used a longer route,18-24,Male,,4151.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,2,Makes it more convenient to ride. Although story bridge being closed makes it worse 
2025-05-18 19:14:37,R_4nN7l6grPcJuytC,"Kangaroo Point Bridge,Neville Bonner Bridge",Kangaroo Point Bridge,,,4169.0,4169.0,Walk ,Fitness/exercise,,alone,Daily,,,,,Yes,No,Yes,Yes,Not travelled,65-69,Male,,4169.0,Graduate Diploma and Graduate Certificate,Retired or on an age pension,No,Car licence,0,0,0,It has allowed me to do a fitness walk every day on a route with almost no motor traffic to contend with. 
2025-05-18 19:17:04,R_94ZgkTFUDx41aiR,"Kangaroo Point Bridge,Neville Bonner Bridge",Kangaroo Point Bridge,,,4169.0,4000.0,"Shared E-bike (for example, Neuron)",Commute related to work,,alone,Daily,,,,,Yes,Yes,Yes,Yes,"Used Taxi/RideShare (Uber, Didi, etc)",50-54,Male,,4169.0,Certificate III & IV,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,1,0,3,
2025-05-18 19:23:41,R_4MSq0nhbgEsqBqS,Kangaroo Point Bridge,Kangaroo Point Bridge,,,4169.0,4000.0,Walk ,To go shopping,,alone,Daily,,,,,Yes,No,Yes,No,Used a ferry,70-74,Male,,4169.0,Postgraduate Degree,Retired or on an age pension,No,Car licence,0,0,0,"Help me get the daily 10,000 steps."
2025-05-18 20:08:53,R_9YsFlAd1qsTgMut,"Kangaroo Point Bridge,Neville Bonner Bridge",Kangaroo Point Bridge,,,4169.0,4000.0,Walk ,To experience the bridge,,alone,Few times a week,,,,,Yes,Yes,Yes,Yes,Used a bus,70-74,Female,,4169.0,Advanced Diploma and Diploma,Retired or on an age pension,No,"Car licence,Motorcycle licence,Other Licence",1,0,0,"It is a joy to use, wide lanes, lovely design and a host of new views of familiar locations. "
