recorded_date,response_id,Bridge,interview_station,gender,travel_mode,travel_mode_other,travel_group,mobility_aid,mobility_aid_other,travelled_before,trip_start_suburb,trip_end_suburb,trip_reason,trip_reason_other,trip_frequency,impact_time,impact_comfort,impact_safety,impact_connectivity,pattern_change_mode,pattern_change_time,pattern_change_freq,pattern_change_places,trip_alternative,age,postcode,education,employment_status,currently_studying,drivers_licence,household_under15,household_15_17,household_18plus,bridge_feedback
17/05/2025 9:16,R_4nrfR4xr2AEE86W,Kangaroo Point Bridge,City landing,Female,Walk ,,with one other person,No,,Yes,City,Kangaroo point ,"Other activity, please specify",Pleasure,Few times a month,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Not travelled,45-49,4069,Bachelor Degree,Employed (paid work) typically working less than 35 hours a week,Yes,Car licence,0,0,3,Check out talent
17/05/2025 9:16,R_4ovWQZ07poGGrsx,Kangaroo Point Bridge,Kangaroo point landing,Male,Walk ,,with one other person,No,,Yes,Milton,Milton,Fitness/exercise,,Few times a month,No,Yes,Yes,Yes,No,No,Yes,Yes,Travelled to someplace else for the same purpose/reason/activity,18-24,4064,Years 10/11/12,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,5,Longer running options
17/05/2025 9:32,R_4P5FDPHi5KAz2GK,Breakfast/ Yowoggera Bridge,Lores Bonney Riverwalk landing,Male,Personal E-bike  ,,alone,No,,Yes,Fortitude Valley,Halmilton,To experience the bridge,,Few times a week,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Used a longer route,18-24,4006,Years 10/11/12,Not currently working for any other reason,Yes,No licence,0,0,1,"Love it, great link to get across to the other side, and beautiful bridge"
17/05/2025 9:42,R_94elcT494zaz6HG,Breakfast/ Yowoggera Bridge,Lores Bonney Riverwalk landing,Male,Walk ,,alone,No,,Yes,South Brisbane,South Brisbane,Fitness/exercise,,Rarely,No,Yes,Yes,Yes,No,No,No,Yes,Used a longer route,35-39,4101,Advanced Diploma and Diploma,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,1,
17/05/2025 9:48,R_9hhMVikPB5NYsV3,Breakfast/ Yowoggera Bridge,Newstead landing,Male,Personal E-bike  ,,alone,No,,No,West end,West end,To experience the bridge,,Few times a month,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not travelled,25-29,4101,Graduate Diploma and Graduate Certificate,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,1,Good bridge no feedback at all
17/05/2025 9:49,R_9mHiyj2JfZCxkyd,Breakfast/ Yowoggera Bridge,Lores Bonney Riverwalk landing,Male, Pushbike  ,,alone,No,,Yes,Fortitude Valley,Hamilton,Fitness/exercise,,Few times a week,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Used a longer route,18-24,4006,Years 10/11/12,Student receiving Youth Allowance/ Stipend,Yes,No licence,0,0,1,All positive thoughts 
17/05/2025 10:13,R_9mE1BfseFBVBQhs,Breakfast/ Yowoggera Bridge,Lores Bonney Riverwalk landing,Female,Personal E-scooter   ,,with two other persons,No,,Yes,Ascot,Fortitude Valley,Commute to my workplace,,Few times a week,Yes,Yes,Yes,No,Yes,No,No,No,"Used Taxi/RideShare (Uber, Didi, etc)",30-34,4007,Certificate III & IV,Employed (paid work) typically working less than 35 hours a week,No,Car licence,1,0,2,Helps greatly with my commute to work
17/05/2025 10:47,R_4v7lbz7DdjcF8BZ,Breakfast/ Yowoggera Bridge,Newstead landing,Male, Pushbike  ,,alone,No,,Yes,New Farm,Hamilton,Fitness/exercise,,Rarely,No,Yes,Yes,Yes,No,No,Maybe,No,Used a longer route,55-59,4005,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,1,Great bridge
17/05/2025 10:51,R_9F2QZ1JhxMV4Rqt,Breakfast/ Yowoggera Bridge,Newstead landing,Male, Pushbike  ,,alone,No,,Yes,City,Albion,Visiting family/ friends/relatives/ social visit,,Few times a month,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Used a bus,25-29,4000,Years 10/11/12,Student receiving Youth Allowance/ Stipend,Yes,Car licence,0,0,3,
17/05/2025 11:03,R_9xDo3EhUetbh3Db,Breakfast/ Yowoggera Bridge,Newstead landing,Female,Personal E-bike  ,,with one other person,No,,Yes,New Stead,New Stead,To experience the bridge,,Daily,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Used a longer route,65-69,4006,Years 10/11/12,Retired or on an age pension,No,Car licence,0,0,2,Wonderful bridge
17/05/2025 11:04,R_9qX6CTKcuiI7xqE,Breakfast/ Yowoggera Bridge,Newstead landing,Male, Pushbike  ,,with one other person,No,,Yes,Newstead,Newstea,Fitness/exercise,,Daily,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Used a longer route,70-74,4006,Years 10/11/12,Retired or on an age pension,No,Car licence,0,0,2,"Great bridge, beautiful, enhances enjoyment"
17/05/2025 11:25,R_4YDuAvFdkTB7zIu,Breakfast/ Yowoggera Bridge,Newstead landing,Male, Pushbike  ,,alone,No,,Yes,Ascot,New Farm,Commute to my workplace,,Few times a week,Yes,Yes,Yes,Maybe,No,No,No,No,Used a longer route,25-29,4007,Bachelor Degree,Employed (paid work) typically working less than 35 hours a week,No,Car licence,0,0,1,
17/05/2025 11:37,R_91cS5u73HW9oNZY,Breakfast/ Yowoggera Bridge,Lores Bonney Riverwalk landing,Male,Personal E-bike  ,,with one other person,No,,Yes,New Stead,New Stead,To visit a park,,Few times a week,Yes,Yes,Yes,No,No,No,Yes,No,Used a longer route,40-44,4006,Certificate III & IV,"Unpaid caring for a child(ren), an elderly person(s), or an ill or person(s) with a disability",No,Car licence,2,0,2,Love it. Pretty cool
17/05/2025 11:43,R_48zYfHL1Z2NVI2e,Breakfast/ Yowoggera Bridge,Newstead landing,Male, Pushbike  ,,alone,No,,Yes,Bowen Hills,Bowen Hills,Fitness/exercise,,Few times a week,No,Yes,Yes,Yes,No,No,Yes,Yes,Used a longer route,60-64,4006,Certificate III & IV,Employed (paid work) typically working less than 35 hours a week,No,Other Licence,0,0,1,"Transformed the area. 
Sits beautifully and blends in with the area well. "
17/05/2025 11:52,R_9ZOicpfifGT4h5z,Breakfast/ Yowoggera Bridge,Newstead landing,Male,Personal E-bike  ,,with one other person,No,,Yes,Yeronga,Yeronga,To experience the bridge,,Rarely,No,Yes,Yes,Yes,No,No,No,Yes,Used a longer route,65-69,4104,Postgraduate Degree,Retired or on an age pension,No,"Car licence,Motorcycle licence",0,0,1,
17/05/2025 11:52,R_9Vmg9th9nchu86t,Breakfast/ Yowoggera Bridge,Newstead landing,Female,Personal E-scooter   ,,with one other person,No,,Yes,Yeronga,Yeronga,To visit a park,,Rarely,No,Yes,No,No,No,No,Yes,Yes,Not travelled,55-59,4069,Bachelor Degree,"Retired or on an age pension,Not currently working for any other reason",No,Car licence,0,0,2,
17/05/2025 13:22,R_4JPmu4n85QNfW24,Breakfast/ Yowoggera Bridge,Newstead landing,Male,Personal E-bike  ,,alone,No,,Yes,City ,Hamilton,To visit a park,,On most weekends,Yes,Yes,Yes,Yes,No,Maybe,Yes,No,Travelled to someplace else for the same purpose/reason/activity,25-29,4121,Bachelor Degree,"Student receiving Youth Allowance/ Stipend,Not currently working due to short-term illness or injury",Yes,"Car licence,Motorcycle licence",0,0,1,Great for cycling and staying away from the main road with motorised vehicles. Cycle way not completely clear as to wrap around Newstead house to road connection.
17/05/2025 13:45,R_9ONorTgPIS8JNEh,Breakfast/ Yowoggera Bridge,Newstead landing,Female,Walk ,,with one other person,No,,No,Newstead,Newstead,Fitness/exercise,,Rarely,No,Yes,Yes,No,No,No,No,Yes,Not travelled,50-54,4012,Advanced Diploma and Diploma,Employed (paid work) typically working less than 35 hours a week,No,Car licence,0,0,4,
17/05/2025 13:47,R_9y8ccVOfQISKBAx,Breakfast/ Yowoggera Bridge,Newstead landing,Male,Walk ,,alone,No,,No,Newstead,Newstead,Fitness/exercise,,Few times a month,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Not travelled,50-54,4012,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,"Car licence,Motorcycle licence,Other Licence",0,0,3,
17/05/2025 13:53,R_9GEs2u4JaNjdwPf,Breakfast/ Yowoggera Bridge,Newstead landing,Female,Walk ,,alone,No,,No,Newstead,Newstead,Fitness/exercise,,Few times a month,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Travelled to someplace else for the same purpose/reason/activity,18-24,4113,Years 10/11/12,Student receiving Youth Allowance/ Stipend,Yes,No licence,0,0,5,
17/05/2025 14:07,R_9xeBwxecYgPv4yd,Breakfast/ Yowoggera Bridge,Newstead landing,Male,Walk ,,with one other person,No,,No,Newstead,Newstead,Fitness/exercise,,Daily,Yes,Yes,Yes,Yes,No,No,No,No,Travelled to someplace else for the same purpose/reason/activity,30-34,4001,Bachelor Degree,Not currently working for any other reason,No,Car licence,0,0,3,
17/05/2025 14:10,R_9j8wUE0XQb0SmYB,Breakfast/ Yowoggera Bridge,Newstead landing,Male,Walk ,,with one other person,No,,Yes,Newstead ,Newstead,Fitness/exercise,,Few times a week,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Used a longer route,25-29,4006,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,3,
17/05/2025 14:28,R_9QGBjeQ1co2IQo1,Breakfast/ Yowoggera Bridge,Newstead landing,Male,"Shared E-bike (for example, Neuron)",,alone,No,,No,Newstead,Newstead,To visit a park,,Rarely,Yes,Yes,Yes,Maybe,No,No,No,Yes,Used a longer route,30-34,4006,Advanced Diploma and Diploma,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,2,
17/05/2025 14:37,R_4p9lka8M39g0JKu,Breakfast/ Yowoggera Bridge,Newstead landing,Male,Walk ,,with one other person,No,,No,Ascoff,Ascoff,To visit a park,,Rarely,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Used a longer route,30-34,4215,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,2,
17/05/2025 14:40,R_4zHKcMomKbLeM9x,Breakfast/ Yowoggera Bridge,Newstead landing,Male,Walk ,,with one other person,No,,No,Newstead,Newstead,Fitness/exercise,,Rarely,No,Yes,Yes,Yes,,Yes,Yes,Yes,Not travelled,30-34,4064,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,"Car licence,Motorcycle licence",1,0,3,
17/05/2025 15:09,R_92QfFeJvZXnG2IJ,Breakfast/ Yowoggera Bridge,Lores Bonney Riverwalk landing,Male,Walk ,,alone,No,,Yes,CbD,Hamilton,Fitness/exercise,,Few times a month,Yes,Yes,Yes,Yes,No,No,No,No,Used a longer route,65-69,4032,Years 10/11/12,Retired or on an age pension,No,Car licence,0,0,1,
17/05/2025 15:27,R_9DAW9K2PCX2Uh9s,Breakfast/ Yowoggera Bridge,Newstead landing,Female,Walk ,,alone,No,,Yes,Hamilton,Hamilton,Fitness/exercise,,Few times a week,Yes,Yes,Yes,Maybe,No,No,No,No,Used a longer route,60-64,4007,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,2,
17/05/2025 15:30,R_9fjjd4UgVbLFXuo,Kangaroo Point Bridge,City landing,Female,Walk ,,with one other person,No,,Yes,Kangaroo point ,Kangaroo point,Fitness/exercise,,Rarely,Yes,Yes,Yes,Yes,No,No,No,Yes,Travelled to someplace else for the same purpose/reason/activity,18-24,4031,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,Yes,Car licence,0,0,5,
17/05/2025 15:45,R_4WYmC5fWdaO6Chy,Kangaroo Point Bridge,Kangaroo point landing,Male,Walk ,,with one other person,No,,Yes,South brisbane,South brisbane,Fitness/exercise,,Rarely,No,Yes,Yes,Yes,No,No,No,No,Used a longer route,50-54,4069,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,3,
17/05/2025 15:48,R_9JEJGGPeR74rpeE,Kangaroo Point Bridge,Kangaroo point landing,Female, Pushbike  ,,alone,No,,No,East Brisbane,East Brisbane,Fitness/exercise,,Few times a month,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Not travelled,65-69,4169,Postgraduate Degree,Not currently working for any other reason,Yes,Car licence,0,0,1,Lovely bridge and a pleasure to ride on and get around. 
17/05/2025 15:48,R_4Kq4KXFqsfAaOZy,Kangaroo Point Bridge,Kangaroo point landing,Female,Walk ,,alone,No,,Yes,Newstead,Newstead,To experience the bridge,,Rarely,Maybe,Yes,Yes,Maybe,Yes,No,No,Yes,Not travelled,50-54,4006,Years 10/11/12,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,1,
17/05/2025 15:53,R_4i3mBWAMykojzS9,Kangaroo Point Bridge,Kangaroo point landing,Male, Pushbike  ,,with one other person,No,,No,West end,West end,Fitness/exercise,,Rarely,No,Yes,Yes,Yes,No,No,No,Maybe,Travelled to someplace else for the same purpose/reason/activity,18-24,4074,Years 10/11/12,Student receiving Youth Allowance/ Stipend,Yes,Car licence,1,1,3,
17/05/2025 15:53,R_4DhDmDUPhSOrGrn,Kangaroo Point Bridge,Kangaroo point landing,Male, Pushbike  ,,with one other person,No,,Yes,West End,West end,Fitness/exercise,,Few times a week,No,Yes,Yes,Yes,No,Yes,No,Yes,Not travelled,45-49,4074,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,1,1,3,Awesome bridge
17/05/2025 15:56,R_4UNjbTVuyRxL2RX,Kangaroo Point Bridge,Kangaroo point landing,Male,Personal E-bike  ,,with two other persons,No,,No,South bank,South bank,To experience the bridge,,Rarely,Yes,Yes,Yes,Yes,No,No,No,No,Travelled to someplace else for the same purpose/reason/activity,25-29,2570,Certificate III & IV,Employed (paid work) typically working 35 hours or more in a week,No,"Car licence,Motorcycle licence,Other Licence",0,0,1,
17/05/2025 15:57,R_9y9ptRTF3qljSRf,Kangaroo Point Bridge,Kangaroo point landing,Male,"Shared E-bike (for example, Neuron)",,with two other persons,No,,No,South Bank,South Bank,To experience the bridge,,Rarely,No,Yes,Yes,Yes,No,No,No,Yes,Not travelled,55-59,2567,Certificate III & IV,Employed (paid work) typically working 35 hours or more in a week,No,Other Licence,0,0,3,Good piece of infrastructure and safety having the bikes and pedestrians separated. 
17/05/2025 16:01,R_9IilRjUNiNq1n33,Kangaroo Point Bridge,Kangaroo point landing,Male, Pushbike  ,,alone,No,,Yes,New Farm,South Bank,Fitness/exercise,,Few times a week,No,Yes,Yes,Yes,No,No,No,No,Used a longer route,60-64,4005,Bachelor Degree,Not currently working for any other reason,No,No licence,0,0,1,Made it possible to get across the river with the storey bridge closed. 
17/05/2025 16:05,R_9DpX8bBtS9eE6Y3,Kangaroo Point Bridge,Kangaroo point landing,Male, Pushbike  ,,with one other person,No,,Yes,Toowong,Toowong,Fitness/exercise,,Rarely,Yes,Yes,Yes,Yes,No,No,No,Yes,Travelled to someplace else for the same purpose/reason/activity,45-49,4105,Advanced Diploma and Diploma,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,2,0,1,
17/05/2025 16:05,R_9JWuCcI3xW13CqG,Kangaroo Point Bridge,Kangaroo point landing,Female, Pushbike  ,,with one other person,No,,Yes,Regatta,Regatta,Fitness/exercise,,Rarely,No,Yes,Yes,Yes,No,No,No,Yes,Not travelled,40-44,4074,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,1,0,2,Beautiful to ride over
17/05/2025 16:06,R_4oVJSHtSMIQsA4F,Kangaroo Point Bridge,Kangaroo point landing,Female,Walk ,,with one other person,No,,No,West End,CBD,Fitness/exercise,,Rarely,Yes,Yes,Yes,Yes,No,No,No,Yes,Travelled to someplace else for the same purpose/reason/activity,18-24,2033,Years 10/11/12,Student receiving Youth Allowance/ Stipend,Yes,Car licence,0,0,1,
17/05/2025 16:10,R_4HnwSsZZcFiLcyP,Kangaroo Point Bridge,Kangaroo point landing,Female,Walk ,,alone,No,,Yes,Kangaroo point,Kangaroo,Fitness/exercise,,Few times a week,Yes,Yes,Yes,Yes,No,Maybe,,,Used a longer route,50-54,4170,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,4,
17/05/2025 16:10,R_9s2ggxXjg2Dufrb,Kangaroo Point Bridge,Kangaroo point landing,Female,Walk ,,with one other person,No,,Yes,West End,Paddington,Fitness/exercise,,Rarely,Maybe,Yes,Yes,No,No,No,No,Yes,Used a longer route,18-24,4064,Bachelor Degree,Student receiving Youth Allowance/ Stipend,Yes,"Car licence,Other Licence",0,0,2,
17/05/2025 16:15,R_4hFthYtq44G96qN,Kangaroo Point Bridge,Kangaroo point landing,Male, Pushbike  ,,alone,No,,Yes,Coopers Plains,Coopers Plains,Fitness/exercise,,Few times a month,No,Yes,Yes,Yes,Yes,No,No,Yes,Used a longer route,70-74,4108,Bachelor Degree,Retired or on an age pension,No,"Car licence,Motorcycle licence,Other Licence",0,0,4,Made an already beautiful city more beautiful. 
17/05/2025 16:17,R_9pVnWYR7HUwVOxm,Kangaroo Point Bridge,Kangaroo point landing,Female,Walk ,,alone,No,,Yes,Kangaroo point,Kangaroo point,Fitness/exercise,,Few times a month,Yes,Yes,Yes,Maybe,Yes,Maybe,Yes,Yes,Used a ferry,60-64,4169,Graduate Diploma and Graduate Certificate,Retired or on an age pension,No,"Car licence,Other Licence",0,0,2,Very easy to cross the river
17/05/2025 16:22,R_9gzuiXHtk9GKEaA,Kangaroo Point Bridge,Kangaroo point landing,Female,Walk ,,alone,No,,Yes,Kangaroo point,Kangaroo point,Fitness/exercise,,Few times a week,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Travelled to someplace else for the same purpose/reason/activity,40-44,4000,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,1,More coverage for the rain
17/05/2025 16:24,R_9wgeyZMWKXTimGa,Kangaroo Point Bridge,Kangaroo point landing,Male,Personal E-bike  ,,with one other person,No,,No,Teragindi,Teragindi,To visit a park,,Rarely,No,Maybe,Maybe,Yes,No,No,No,Yes,Travelled to someplace else for the same purpose/reason/activity,60-64,4121,Bachelor Degree,Volunteer/ unpaid work,No,Car licence,0,0,4,
17/05/2025 16:25,R_9PBhNlZOispZqjT,Kangaroo Point Bridge,Kangaroo point landing,Female,Personal E-bike  ,,with one other person,No,,Yes,Tarragindi,Tarragindi,To visit a park,,On most weekends,No,Yes,Yes,Yes,No,No,Yes,Yes,Used a longer route,55-59,4121,Bachelor Degree,Employed (paid work) typically working less than 35 hours a week,No,"Car licence,Other Licence",0,0,2,Makes for a more scenic ride
17/05/2025 16:33,R_9UgXvRQ6tqYiPUI,Kangaroo Point Bridge,Kangaroo point landing,Male, Pushbike  ,,with more than two persons,No,,Yes,Breakfast Creek,Valley,Fitness/exercise,,Rarely,Yes,Yes,Yes,Yes,Maybe,Yes,Maybe,Yes,Not travelled,30-34,4006,Certificate III & IV,Employed (paid work) typically working 35 hours or more in a week,No,"Car licence,Motorcycle licence",0,0,1,
17/05/2025 16:34,R_42a0gtjaMCz7hME,Kangaroo Point Bridge,Kangaroo point landing,Female, Pushbike  ,,with more than two persons,No,,Yes,The valley,The valley,Fitness/exercise,,Few times a week,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Travelled to someplace else for the same purpose/reason/activity,45-49,4006,Years 10/11/12,Employed (paid work) typically working 35 hours or more in a week,No,"Car licence,Motorcycle licence",0,0,1,
17/05/2025 16:40,R_4YspzrbIyAsgi09,Kangaroo Point Bridge,Kangaroo point landing,Female,Walk ,,alone,No,,No,Kangaroo point,Kangaroo point,Fitness/exercise,,Daily,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Used Taxi/RideShare (Uber, Didi, etc)",18-24,4812,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,Yes,Car licence,0,0,3,
17/05/2025 16:41,R_9nX5GPnzFYMF3Hz,Kangaroo Point Bridge,Kangaroo point landing,Female,Walk ,,with one other person,No,,No,Kangaroo Point,Kangaroo Point,Fitness/exercise,,Rarely,Yes,Yes,Yes,No,No,No,No,Yes,"Used Taxi/RideShare (Uber, Didi, etc)",25-29,4870,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,Yes,Car licence,0,0,2,"Love it, nice and clean"
17/05/2025 16:46,R_42m3U5uvvHja0jT,Kangaroo Point Bridge,Kangaroo point landing,Female, Pushbike  ,,with two other persons,No,,Yes,Norman Park,Norman Park,Fitness/exercise,,Few times a week,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Used a longer route,45-49,4170,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,2,0,1,It’s awesome
17/05/2025 16:48,R_4nOx5sFhHavqq8e,Kangaroo Point Bridge,Kangaroo point landing,Male,Walk ,,with one other person,No,,No,Kangaroo point,Kangaroo point,Fitness/exercise,,Rarely,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Used a car (as a driver),25-29,4169,Certificate III & IV,Volunteer/ unpaid work,No,Car licence,0,0,2,Really like it
17/05/2025 16:52,R_4bPqYQhDHfedTIR,Kangaroo Point Bridge,Kangaroo point landing,Male,Walk ,,with one other person,No,,No,East brisbane,East brisbane,To visit Entertainment,,Few times a week,Yes,Yes,Yes,No,No,No,Yes,Yes,Travelled to someplace else for the same purpose/reason/activity,18-24,4000,Bachelor Degree,Student receiving Youth Allowance/ Stipend,Yes,Car licence,0,0,4,Feel very safe as there is no cars
17/05/2025 16:54,R_94cUqgJ48D0k2IJ,Kangaroo Point Bridge,Kangaroo point landing,Male,Personal E-scooter   ,,alone,No,,Yes,NewStead,NewStead,To experience the bridge,,Few times a month,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Used a longer route,35-39,4006,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,"Car licence,Motorcycle licence",1,0,1,Makes travelling around Brisbane more enjoyable. 
17/05/2025 16:58,R_9QaylqSoBRb9Ua0,Kangaroo Point Bridge,Kangaroo point landing,Male,Walk ,,alone,No,,Yes,High gate hill,High gate hill,Fitness/exercise,,Few times a week,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Used a shorter route,45-49,4101,Advanced Diploma and Diploma,Employed (paid work) typically working 35 hours or more in a week,No,"Car licence,Other Licence",1,0,2,Would like more bridges like this
17/05/2025 17:06,R_4EgLZoEOVLZZKVj,Kangaroo Point Bridge,Kangaroo point landing,Female,Walk ,,with one other person,No,,Yes,The valley,Kangaroo point,Fitness/exercise,,Rarely,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Travelled to someplace else for the same purpose/reason/activity,45-49,4504,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,"Car licence,Motorcycle licence",3,0,2,
17/05/2025 17:11,R_4Mgp3tZpmseFsyS,Kangaroo Point Bridge,Kangaroo point landing,Male, Pushbike  ,,with one other person,No,,Yes,St Lucia,St Lucia,Fitness/exercise,,Few times a week,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Used a longer route,25-29,4067,Bachelor Degree,Student receiving Youth Allowance/ Stipend,Yes,Car licence,0,0,4,Good bridge
17/05/2025 17:11,R_9BVIDdgl5UC7uoR,Kangaroo Point Bridge,Kangaroo point landing,Female,Walk ,,with one other person,No,,No,Sunny bank,Sunny bank,Fitness/exercise,,Rarely,Maybe,Yes,Yes,Maybe,Yes,Yes,No,Yes,Travelled to someplace else for the same purpose/reason/activity,18-24,4091,Bachelor Degree,Student receiving Youth Allowance/ Stipend,No,Car licence,0,0,5,
17/05/2025 17:19,R_9zcKST0L7xDDWSW,Kangaroo Point Bridge,Kangaroo point landing,Female,Walk ,,with one other person,No,,Yes,Kangaroo point,Kangaroo point,Fitness/exercise,,Few times a month,Yes,Yes,Yes,Yes,No,No,No,Yes,Used a longer route,18-24,4121,Years 10/11/12,Employed (paid work) typically working 35 hours or more in a week,Yes,Car licence,0,0,2,Makes it easy to cross the river
17/05/2025 17:23,R_901AYbHraljNObs,Kangaroo Point Bridge,Kangaroo point landing,Female, Pushbike  ,,alone,No,,Yes,West End,West End,Fitness/exercise,,Few times a week,Maybe,Yes,Yes,Yes,Yes,Yes,Yes,No,Used a car (as a driver),45-49,4101,Postgraduate Degree,Employed (paid work) typically working less than 35 hours a week,No,Car licence,0,2,2,Excellent
17/05/2025 17:31,R_4CNhDkBPzC9l4fh,Kangaroo Point Bridge,Kangaroo point landing,Female,Walk ,,with one other person,No,,Yes,City,City,Fitness/exercise,,Few times a month,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Used a shorter route,25-29,4000,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,2,
17/05/2025 17:35,R_4uTH0uzFAjgI5BU,Kangaroo Point Bridge,Kangaroo point landing,Male, Pushbike  ,,alone,No,,Yes,Bulimba,Bulimba,Fitness/exercise,,Few times a week,Yes,Yes,Yes,Yes,No,No,Maybe,No,Used a longer route,40-44,4171,Graduate Diploma and Graduate Certificate,Employed (paid work) typically working less than 35 hours a week,Yes,Car licence,0,0,1,Normally would have to ride along kangaroo pt cliffs which is not as safe. 
17/05/2025 17:48,R_9M6Ln6FZRiOHYCB,Kangaroo Point Bridge,Kangaroo point landing,Male,"Shared E-bike (for example, Neuron)",,with one other person,No,,Yes,East Brisbane ,East Brisbane,To experience the bridge,,Few times a week,Yes,Yes,Yes,Maybe,Yes,Yes,Yes,Yes,Not travelled,35-39,4169,Certificate III & IV,Employed (paid work) typically working 35 hours or more in a week,No,"Car licence,Other Licence",0,1,2,Great bridge 
18/05/2025 7:10,R_44IduT0IixxkoZc,Kangaroo Point Bridge,City landing,Female,Walk ,,alone,No,,Yes,East Brisbane,East Brisbane,Commute to my workplace,,Daily,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Used a bus,40-44,4169,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,Yes,Car licence,0,0,2,
18/05/2025 7:23,R_4NaUH49M1w11fBn,Kangaroo Point Bridge,City landing,Male, Pushbike  ,,with one other person,No,,No,Towoong,Towoong,Fitness/exercise,,Few times a week,No,No,Yes,Maybe,No,No,No,No,Travelled to someplace else for the same purpose/reason/activity,35-39,4007,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,2,
18/05/2025 7:38,R_9UguACEvjLEgFq4,Kangaroo Point Bridge,Kangaroo point landing,Male, Pushbike  ,,alone,No,,Yes,West End,West End,Fitness/exercise,,Few times a week,No,Yes,Yes,Maybe,No,No,No,Yes,Travelled to someplace else for the same purpose/reason/activity,65-69,4101,Postgraduate Degree,Retired or on an age pension,No,Car licence,0,0,1,
18/05/2025 8:30,R_9gbBRUgcnxDaGOd,Kangaroo Point Bridge,Kangaroo point landing,Male,Walk ,,with one other person,No,,Yes,Kangaroo,Kangaroo,Fitness/exercise,,Rarely,No,Yes,Yes,Yes,No,No,No,Yes,Not travelled,35-39,4053,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,1,
18/05/2025 8:35,R_4TTZ0sPcThJIffA,Breakfast/ Yowoggera Bridge,Newstead landing,Male,Personal E-bike  ,,alone,No,,No,Nunda,Fortitude Valley,To experience the bridge,,Rarely,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Not travelled,50-54,4012,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,2,
