id,alt,chosen,TT,TC
932,3,0,23,6
933,1,0,35,3
933,2,1,23,5
933,3,0,31,4
934,1,0,27,4
934,2,1,23,5
934,3,0,35,3
935,1,0,35,3
935,2,1,27,6
935,3,0,31,5
936,1,1,23,6
936,2,0,27,5
936,3,0,35,3
937,1,0,35,3
937,2,1,31,5
937,3,0,23,6
938,1,1,27,5
938,2,0,23,6
938,3,0,31,3
939,1,0,35,3
939,2,1,31,4
939,3,0,27,6
940,1,0,23,6
940,2,1,27,4
940,3,0,31,3
941,1,0,23,6
941,2,1,27,4
941,3,0,35,3
942,1,1,27,5
942,2,0,35,4
942,3,0,23,6
943,1,0,35,3
943,2,1,23,5
943,3,0,31,4
944,1,1,27,4
944,2,0,23,5
944,3,0,35,3
945,1,0,35,3
945,2,0,27,6
945,3,1,31,5
946,1,0,23,6
946,2,0,27,5
946,3,1,35,3
947,1,1,35,3
947,2,0,31,5
947,3,0,23,6
948,1,0,27,5
948,2,0,23,6
948,3,1,31,3
949,1,1,35,3
949,2,0,31,4
949,3,0,27,6
950,1,0,23,6
950,2,1,27,4
950,3,0,31,3
951,1,1,23,6
951,2,0,27,4
951,3,0,35,3
952,1,1,27,5
952,2,0,35,4
952,3,0,23,6
953,1,0,35,3
953,2,1,23,5
953,3,0,31,4
954,1,0,27,4
954,2,1,23,5
954,3,0,35,3
955,1,0,35,3
955,2,1,27,6
955,3,0,31,5
956,1,1,23,6
956,2,0,27,5
956,3,0,35,3
957,1,0,35,3
957,2,0,31,5
957,3,1,23,6
958,1,0,27,5
958,2,1,23,6
958,3,0,31,3
959,1,0,35,3
959,2,0,31,4
959,3,1,27,6
960,1,1,23,6
960,2,0,27,4
960,3,0,31,3
961,1,0,23,6
961,2,1,27,4
961,3,0,35,3
962,1,1,27,5
962,2,0,35,4
962,3,0,23,6
963,1,0,35,3
963,2,1,23,5
963,3,0,31,4
964,1,1,27,4
964,2,0,23,5
964,3,0,35,3
965,1,0,35,3
965,2,0,27,6
965,3,1,31,5
966,1,0,23,6
966,2,1,27,5
966,3,0,35,3
967,1,0,35,3
967,2,1,31,5
967,3,0,23,6
968,1,1,27,5
968,2,0,23,6
968,3,0,31,3
969,1,0,35,3
969,2,1,31,4
969,3,0,27,6
970,1,0,23,6
970,2,1,27,4
970,3,0,31,3
971,1,0,23,6
971,2,1,27,4
971,3,0,35,3
972,1,1,27,5
972,2,0,35,4
972,3,0,23,6
973,1,0,35,3
973,2,0,23,5
973,3,1,31,4
974,1,1,27,4
974,2,0,23,5
974,3,0,35,3
975,1,0,35,3
975,2,0,27,6
975,3,1,31,5
976,1,0,23,6
976,2,1,27,5
976,3,0,35,3
977,1,0,35,3
977,2,1,31,5
977,3,0,23,6
978,1,1,27,5
978,2,0,23,6
978,3,0,31,3
979,1,0,35,3
979,2,1,31,4
979,3,0,27,6
980,1,0,23,6
980,2,1,27,4
980,3,0,31,3
981,1,0,23,6
981,2,1,27,4
981,3,0,35,3
982,1,0,27,5
982,2,1,35,4
982,3,0,23,6
983,1,0,35,3
983,2,0,23,5
983,3,1,31,4
984,1,1,27,4
984,2,0,23,5
984,3,0,35,3
985,1,1,35,3
985,2,0,27,6
985,3,0,31,5
986,1,0,23,6
986,2,1,27,5
986,3,0,35,3
987,1,0,35,3
987,2,1,31,5
987,3,0,23,6
988,1,0,27,5
988,2,0,23,6
988,3,1,31,3
989,1,0,35,3
989,2,1,31,4
989,3,0,27,6
990,1,0,23,6
990,2,1,27,4
990,3,0,31,3
991,1,0,23,6
991,2,0,27,4
991,3,1,35,3
992,1,0,27,5
992,2,1,35,4
992,3,0,23,6
993,1,1,35,3
993,2,0,23,5
993,3,0,31,4
994,1,0,27,4
994,2,0,23,5
994,3,1,35,3
995,1,1,35,3
995,2,0,27,6
995,3,0,31,5
996,1,0,23,6
996,2,0,27,5
996,3,1,35,3
997,1,1,35,3
997,2,0,31,5
997,3,0,23,6
998,1,0,27,5
998,2,0,23,6
998,3,1,31,3
999,1,1,35,3
999,2,0,31,4
999,3,0,27,6
1000,1,0,23,6
1000,2,0,27,4
1000,3,1,31,3
1001,1,0,23,6
1001,2,0,27,4
1001,3,1,35,3
1002,1,0,27,5
1002,2,1,35,4
1002,3,0,23,6
1003,1,1,35,3
1003,2,0,23,5
1003,3,0,31,4
1004,1,0,27,4
1004,2,0,23,5
1004,3,1,35,3
1005,1,1,35,3
1005,2,0,27,6
1005,3,0,31,5
1006,1,0,23,6
1006,2,0,27,5
1006,3,1,35,3
1007,1,1,35,3
1007,2,0,31,5
1007,3,0,23,6
1008,1,0,27,5
1008,2,0,23,6
1008,3,1,31,3
1009,1,1,35,3
1009,2,0,31,4
1009,3,0,27,6
1010,1,0,23,6
1010,2,0,27,4
1010,3,1,31,3
1011,1,0,23,6
1011,2,1,27,4
1011,3,0,35,3
1012,1,1,27,5
1012,2,0,35,4
1012,3,0,23,6
1013,1,1,35,3
1013,2,0,23,5
1013,3,0,31,4
1014,1,0,27,4
1014,2,0,23,5
1014,3,1,35,3
1015,1,1,35,3
1015,2,0,27,6
1015,3,0,31,5
1016,1,0,23,6
1016,2,0,27,5
1016,3,1,35,3
1017,1,1,35,3
1017,2,0,31,5
1017,3,0,23,6
1018,1,0,27,5
1018,2,0,23,6
1018,3,1,31,3
1019,1,1,35,3
1019,2,0,31,4
1019,3,0,27,6
1020,1,0,23,6
1020,2,0,27,4
1020,3,1,31,3
1021,1,0,23,6
1021,2,0,27,4
1021,3,1,35,3
1022,1,0,27,5
1022,2,1,35,4
1022,3,0,23,6
1023,1,1,35,3
1023,2,0,23,5
1023,3,0,31,4
1024,1,0,27,4
1024,2,0,23,5
1024,3,1,35,3
1025,1,1,35,3
1025,2,0,27,6
1025,3,0,31,5
1026,1,0,23,6
1026,2,0,27,5
1026,3,1,35,3
1027,1,1,35,3
1027,2,0,31,5
1027,3,0,23,6
1028,1,0,27,5
1028,2,0,23,6
1028,3,1,31,3
1029,1,1,35,3
1029,2,0,31,4
1029,3,0,27,6
1030,1,0,23,6
1030,2,0,27,4
1030,3,1,31,3
1031,1,0,23,6
1031,2,1,27,4
1031,3,0,35,3
1032,1,0,27,5
1032,2,0,35,4
1032,3,1,23,6
1033,1,0,35,3
1033,2,1,23,5
1033,3,0,31,4
1034,1,0,27,4
1034,2,1,23,5
1034,3,0,35,3
1035,1,1,35,3
1035,2,0,27,6
1035,3,0,31,5
1036,1,0,23,6
1036,2,0,27,5
1036,3,1,35,3
1037,1,1,35,3
1037,2,0,31,5
1037,3,0,23,6
1038,1,0,27,5
1038,2,0,23,6
1038,3,1,31,3
1039,1,0,35,3
1039,2,1,31,4
1039,3,0,27,6
1040,1,0,23,6
1040,2,1,27,4
1040,3,0,31,3
1041,1,0,23,6
1041,2,0,27,4
1041,3,1,35,3
1042,1,1,27,5
1042,2,0,35,4
1042,3,0,23,6
1043,1,0,35,3
1043,2,1,23,5
1043,3,0,31,4
1044,1,0,27,4
1044,2,1,23,5
1044,3,0,35,3
1045,1,1,35,3
1045,2,0,27,6
1045,3,0,31,5
1046,1,0,23,6
1046,2,1,27,5
1046,3,0,35,3
1047,1,0,35,3
1047,2,0,31,5
1047,3,1,23,6
1048,1,1,27,5
1048,2,0,23,6
1048,3,0,31,3
1049,1,0,35,3
1049,2,1,31,4
1049,3,0,27,6
1050,1,0,23,6
1050,2,1,27,4
1050,3,0,31,3
1051,1,0,23,6
1051,2,1,27,4
1051,3,0,35,3
1052,1,1,27,5
1052,2,0,35,4
1052,3,0,23,6
1053,1,0,35,3
1053,2,1,23,5
1053,3,0,31,4
1054,1,1,27,4
1054,2,0,23,5
1054,3,0,35,3
1055,1,0,35,3
1055,2,1,27,6
1055,3,0,31,5
1056,1,1,23,6
1056,2,0,27,5
1056,3,0,35,3
1057,1,0,35,3
1057,2,0,31,5
1057,3,1,23,6
1058,1,1,27,5
1058,2,0,23,6
1058,3,0,31,3
1059,1,0,35,3
1059,2,1,31,4
1059,3,0,27,6
1060,1,0,23,6
1060,2,1,27,4
1060,3,0,31,3
